,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
956,2021-12-29 13:15:00,LONG,2021-12-29 14:15:00,35226.85,35124.1,35124.1,2021-12-29 14:15:00,35124.1,-102.75,-109.785095,-17500.855171552383,Initial SL Hit,170.32462454065578,-0.6233035028678408,2021.0,12.0,,,,,,,,POSITIONAL
957,2021-12-30 11:15:00,LONG,2021-12-30 12:15:00,34968.4,34864.75,38500.21944444445,2022-01-13 09:15:00,38438.75,3470.3499999999985,3463.0092849999987,595454.7534345292,TSL Hit,171.58348680522985,19.806506931972855,2021.0,12.0,,,,,,,,POSITIONAL
1973,2021-12-30 14:15:00,BUY,2021-12-30 14:20:00,51.55,29.75,29.75,2021-12-30 14:30:00,29.75,-21.8,-23.0195,,Initial SL Hit,458.7155963302753,-1.055940366972477,2021.0,12.0,BANKNIFTY,35100.0,C,2021-12-30,1.2194999999999998,-10559.40366972477,2399122.2297657235,OPT BUY
958,2022-01-03 12:15:00,LONG,2022-01-03 13:15:00,17667.95,17571.6,18389.210625,2022-01-19 10:15:00,18334.85,666.8999999999978,659.6994399999978,283097.3599087604,TSL Hit,424.49746575012944,7.001018510919465,2022.0,1.0,,,,,,,,POSITIONAL
1974,2022-01-06 14:20:00,BUY,2022-01-06 14:25:00,242.6,61.2,266.7625,2022-01-06 14:45:00,196.35,-46.25,-52.83425,,TSL Hit,55.12679162072768,-0.2912582690187431,2022.0,1.0,BANKNIFTY,37400.0,C,2022-01-06,6.58425,-2912.582690187431,2396209.647075536,OPT BUY
1975,2022-01-06 14:40:00,BUY,2022-01-06 14:45:00,79.95,61.7,61.7,2022-01-06 14:45:00,61.7,-18.25,-20.37475,,Initial SL Hit,547.945205479452,-1.1164246575342465,2022.0,1.0,NIFTY,17700.0,C,2022-01-06,2.12475,-11164.246575342466,2385045.4005001937,OPT BUY
1976,2022-01-06 14:55:00,BUY,2022-01-06 15:00:00,70.75,51.6,51.6,2022-01-06 15:00:00,51.6,-19.15,-20.98525,,Initial SL Hit,522.1932114882507,-1.095835509138381,2022.0,1.0,NIFTY,17700.0,C,2022-01-06,1.83525,-10958.35509138381,2374087.04540881,OPT BUY
959,2022-01-11 11:15:00,LONG,2022-01-11 12:15:00,7784.85,7763.65,7763.65,2022-01-11 14:15:00,7763.65,-21.200000000000728,-28.97425000000073,-20424.28563170844,Initial SL Hit,963.4096996088556,-0.6978518372223147,2022.0,1.0,,,,,,,,POSITIONAL
960,2022-01-12 10:15:00,LONG,2022-01-12 11:15:00,7831.0,7815.65,7815.65,2022-01-12 11:15:00,7815.65,-15.350000000000364,-23.173325000000364,-14701.187587792458,Initial SL Hit,957.7320904099092,-0.5548459248499641,2022.0,1.0,,,,,,,,POSITIONAL
961,2022-01-12 13:15:00,LONG,2022-01-12 14:15:00,7856.9,7831.05,7831.05,2022-01-18 14:15:00,7831.05,-25.84999999999945,-33.693974999999455,-24675.762705392197,Initial SL Hit,954.57495958966,-0.8040856206009874,2022.0,1.0,,,,,,,,POSITIONAL
962,2022-01-13 10:15:00,LONG,2022-01-13 11:15:00,38567.45,38401.7,38401.7,2022-01-13 13:15:00,38401.7,-165.75,-173.446915,-25785.993110770876,Initial SL Hit,155.57160247825564,-0.674585362786495,2022.0,1.0,,,,,,,,POSITIONAL
1977,2022-01-13 14:30:00,BUY,2022-01-13 14:35:00,112.15,68.45,68.45,2022-01-13 14:55:00,68.45,-43.7,-46.409000000000006,,Initial SL Hit,228.83295194508008,-1.0619908466819223,2022.0,1.0,BANKNIFTY,38500.0,P,2022-01-13,2.709,-10619.908466819224,2363467.136941991,OPT BUY
963,2022-01-13 14:15:00,LONG,2022-01-13 15:15:00,38496.4,38392.35,38392.35,2022-01-14 09:15:00,38304.3,-192.09999999999852,-199.78006999999852,-29940.461965274448,Gap Open Outside ISL,155.85872964744755,-0.778436697976948,2022.0,1.0,,,,,,,,POSITIONAL
964,2022-01-14 11:15:00,LONG,2022-01-14 12:15:00,38155.8,38007.75,38338.14722222222,2022-01-18 14:15:00,38164.15,8.349999999998545,0.7180049999985432,1313.037598477591,TSL Hit,157.25001179375087,0.002822657367943575,2022.0,1.0,,,,,,,,POSITIONAL
965,2022-01-19 09:15:00,LONG,2022-01-19 10:15:00,38170.65,37892.2,37892.2,2022-01-19 12:15:00,37892.2,-278.4500000000044,-286.0562850000044,-43769.23107151767,Initial SL Hit,157.18883487705867,-1.1241213537102632,2022.0,1.0,,,,,,,,POSITIONAL
966,2022-01-19 13:15:00,LONG,2022-01-19 14:15:00,18269.55,18170.45,18170.45,2022-01-20 10:15:00,18170.45,-99.09999999999854,-106.38799999999854,-40682.447022504064,Initial SL Hit,410.51914250761513,-1.0918577633274889,2022.0,1.0,,,,,,,,POSITIONAL
967,2022-01-20 11:15:00,LONG,2022-01-20 12:15:00,18171.45,18111.9,18111.9,2022-01-20 13:15:00,18111.9,-59.54999999999927,-66.80666999999927,-24578.390827369007,Initial SL Hit,412.7353623403746,-0.6893368787300882,2022.0,1.0,,,,,,,,POSITIONAL
1978,2022-01-20 13:30:00,BUY,2022-01-20 13:35:00,51.75,13.15,69.2625,2022-01-20 14:50:00,61.8,10.049999999999995,8.346749999999997,,TSL Hit,259.0673575129534,0.2162370466321242,2022.0,1.0,NIFTY,17750.0,P,2022-01-20,1.70325,2162.370466321243,2365629.507408312,OPT BUY
1979,2022-01-20 14:10:00,BUY,2022-01-20 14:15:00,35.7,17.15,17.15,2022-01-20 14:20:00,17.15,-18.550000000000004,-19.34275000000001,,Initial SL Hit,539.0835579514824,-1.042735849056604,2022.0,1.0,BANKNIFTY,37600.0,P,2022-01-20,0.79275,-10427.35849056604,2355202.148917746,OPT BUY
968,2022-01-20 14:15:00,LONG,2022-01-20 15:15:00,7754.95,7709.8,7709.8,2022-01-21 09:15:00,7705.95,-49.0,-56.73045,-47389.08697025771,Gap Open Outside ISL,967.1242238828104,-1.3716348106693146,2022.0,1.0,,,,,,,,POSITIONAL
969,2022-01-25 13:15:00,LONG,2022-01-25 14:15:00,7349.15,7301.5,7301.5,2022-01-27 09:15:00,7291.25,-57.89999999999964,-65.22019999999964,-59088.46601307597,Gap Open Outside ISL,1020.5261833001096,-1.6639730445017358,2022.0,1.0,,,,,,,,POSITIONAL
1980,2022-01-27 14:10:00,BUY,2022-01-27 14:15:00,90.0,67.3,149.4875,2022-01-27 14:45:00,126.2,36.2,32.957,,TSL Hit,440.5286343612334,1.4518502202643169,2022.0,1.0,NIFTY,17000.0,C,2022-01-27,3.243,14518.502202643169,2369720.651120389,OPT BUY
1981,2022-01-27 14:10:00,BUY,2022-01-27 14:15:00,146.35,90.55,266.3,2022-01-27 14:45:00,210.45,64.1,58.748,,TSL Hit,179.2114695340502,1.052831541218638,2022.0,1.0,BANKNIFTY,37700.0,C,2022-01-27,5.351999999999999,10528.31541218638,2380248.9665325754,OPT BUY
1982,2022-01-27 14:55:00,BUY,2022-01-27 15:00:00,110.3,85.3,85.3,2022-01-27 15:00:00,85.3,-25.0,-27.934,,Initial SL Hit,400.0,-1.11736,2022.0,1.0,NIFTY,17000.0,C,2022-01-27,2.934,-11173.6,2369075.366532576,OPT BUY
1983,2022-01-27 15:00:00,BUY,2022-01-27 15:05:00,207.35,35.1,276.0,2022-01-27 15:20:00,282.1,74.75000000000003,67.40825000000002,,EOD Exit,58.05515239477504,0.3913396226415095,2022.0,1.0,BANKNIFTY,37700.0,C,2022-01-27,7.34175,3913.396226415096,2372988.7627589903,OPT BUY
1984,2022-01-27 15:05:00,BUY,2022-01-27 15:10:00,116.35,46.05,108.3875,2022-01-27 15:20:00,108.5,-7.849999999999994,-11.222749999999994,,EOD Exit,142.2475106685633,-0.1596408250355618,2022.0,1.0,NIFTY,17000.0,C,2022-01-27,3.37275,-1596.408250355618,2371392.3545086347,OPT BUY
970,2022-01-27 14:15:00,LONG,2022-01-27 15:15:00,7360.35,7298.1,7490.913235294117,2022-02-07 09:15:00,7458.1,97.75,90.340775,99604.63836638205,TSL Hit,1018.9732825205324,2.3013709011799706,2022.0,1.0,,,,,,,,POSITIONAL
971,2022-01-31 11:15:00,LONG,2022-01-31 12:15:00,38008.0,37833.4,37964.92222222222,2022-01-31 15:15:00,37957.65,-50.34999999999855,-57.94656499999854,-7948.32666806965,TSL Hit,157.86150284150705,-0.22868829588507106,2022.0,1.0,,,,,,,,POSITIONAL
972,2022-02-01 09:15:00,LONG,2022-02-01 10:15:00,38787.5,38221.35,38221.35,2022-02-01 12:15:00,38221.35,-566.1500000000015,-573.8508850000014,-87577.18337093158,Initial SL hit,154.68901063486948,-2.219210641314862,2022.0,2.0,,,,,,,,POSITIONAL
973,2022-02-01 10:15:00,LONG,2022-02-01 11:15:00,17596.1,17536.85,17536.85,2022-02-01 11:15:00,17536.85,-59.25,-66.27659,-25254.175641193226,Initial SL hit,426.23081250959024,-0.7062281201516246,2022.0,2.0,,,,,,,,POSITIONAL
974,2022-02-01 13:15:00,LONG,2022-02-01 14:15:00,17555.5,17244.55,17497.76875,2022-02-04 12:15:00,17478.6,-76.90000000000146,-83.90682000000146,-32852.95206630463,TSL Hit,427.2165418244995,-0.8961595368972843,2022.0,2.0,,,,,,,,POSITIONAL
975,2022-02-01 13:15:00,LONG,2022-02-01 14:15:00,38358.2,37690.6,38983.79166666666,2022-02-03 15:15:00,38880.6,522.4000000000015,514.6761200000014,81713.94903827627,TSL Hit,156.420269981386,2.012644441084311,2022.0,2.0,,,,,,,,POSITIONAL
1985,2022-02-03 13:30:00,BUY,2022-02-03 13:35:00,33.95,24.35,59.712500000000006,2022-02-03 13:55:00,59.1,25.15,23.75425,,TSL Hit,1041.6666666666663,2.474401041666666,2022.0,2.0,NIFTY,17650.0,P,2022-02-03,1.39575,24744.01041666666,2396136.364925301,OPT BUY
1986,2022-02-03 14:10:00,BUY,2022-02-03 14:15:00,46.1,33.6,33.6,2022-02-03 14:30:00,33.6,-12.5,-13.6955,,Initial SL Hit,800.0,-1.09564,2022.0,2.0,NIFTY,17650.0,P,2022-02-03,1.1955,-10956.4,2385179.9649253013,OPT BUY
1987,2022-02-03 14:35:00,BUY,2022-02-03 14:40:00,46.3,27.0,77.55,2022-02-03 15:20:00,89.45,43.150000000000006,41.11375,,EOD Exit,518.1347150259068,2.1302461139896374,2022.0,2.0,NIFTY,17650.0,P,2022-02-03,2.03625,21302.46113989637,2406482.4260651977,OPT BUY
976,2022-02-04 12:15:00,LONG,2022-02-04 13:15:00,38840.05,38562.6,38562.6,2022-02-07 09:15:00,38562.6,-277.4500000000044,-285.1902650000044,-42860.39796550277,Initial SL Hit,154.4797187439254,-1.1014027981426555,2022.0,2.0,,,,,,,,POSITIONAL
977,2022-02-04 15:15:00,LONG,2022-02-07 09:15:00,17530.4,17496.4,17496.4,2022-02-07 10:15:00,17414.8,-115.60000000000218,-122.5890400000022,-49456.94336695206,Gap Open Outside ISL,427.8282298179163,-1.3111762994569667,2022.0,2.0,,,,,,,,POSITIONAL
978,2022-02-08 13:15:00,LONG,2022-02-08 14:15:00,37913.9,37595.4,38598.625,2022-02-11 09:15:00,38471.95,558.0499999999956,550.4114149999956,88313.25714315788,TSL Hit,158.25330551591895,2.177610645436089,2022.0,2.0,,,,,,,,POSITIONAL
979,2022-02-09 09:15:00,LONG,2022-02-09 10:15:00,7459.85,7420.25,7531.133088235295,2022-02-10 14:15:00,7530.85,71.0,63.50465,71382.13234850566,TSL Hit,1005.3821457536008,1.5961610320582853,2022.0,2.0,,,,,,,,POSITIONAL
980,2022-02-09 14:15:00,LONG,2022-02-09 15:15:00,17875.05,17815.9,17918.906874999997,2022-02-11 09:15:00,17815.9,-59.14999999999782,-66.28818999999781,-24818.112396887485,Initial SL hit,419.5792459321792,-0.6953287193602027,2022.0,2.0,,,,,,,,POSITIONAL
981,2022-02-10 12:15:00,LONG,2022-02-10 13:15:00,17618.6,17570.0,17570.0,2022-02-11 09:15:00,17454.75,-163.84999999999854,-170.86466999999854,-69748.73145425796,Gap Open Outside ISL,425.6864904135403,-1.818369542699178,2022.0,2.0,,,,,,,,POSITIONAL
1988,2022-02-10 13:30:00,BUY,2022-02-10 13:35:00,36.0,20.2,36.325,2022-02-10 13:55:00,29.3,-6.699999999999999,-7.679499999999999,,TSL Hit,632.9113924050632,-0.4860443037974682,2022.0,2.0,NIFTY,17600.0,C,2022-02-10,0.9795,-4860.443037974683,2401621.983027223,OPT BUY
1989,2022-02-10 14:00:00,BUY,2022-02-10 14:05:00,33.05,24.65,24.65,2022-02-10 14:40:00,24.65,-8.399999999999999,-9.2655,,Initial SL Hit,1190.4761904761906,-1.1030357142857143,2022.0,2.0,NIFTY,17600.0,C,2022-02-10,0.8654999999999999,-11030.357142857143,2390591.6258843658,OPT BUY
982,2022-02-11 11:15:00,LONG,2022-02-11 12:15:00,17829.15,17770.5,17770.5,2022-02-11 15:15:00,17770.5,-58.650000000001455,-65.76993000000145,-24671.675318229467,Initial SL Hit,420.659425715752,-0.6916685245791454,2022.0,2.0,,,,,,,,POSITIONAL
983,2022-02-16 11:15:00,LONG,2022-02-16 12:15:00,7340.25,7313.8,7313.8,2022-02-16 14:15:00,7313.8,-26.449999999999815,-33.77702499999982,-27025.64626545399,Initial SL Hit,1021.7635639113108,-0.8628033360580316,2022.0,2.0,,,,,,,,POSITIONAL
984,2022-02-16 12:15:00,LONG,2022-02-16 13:15:00,38275.0,37906.8,37906.8,2022-02-16 15:15:00,37906.8,-368.1999999999971,-375.8181799999971,-57719.13781841887,Initial SL hit,156.7602873938602,-1.4728341476159257,2022.0,2.0,,,,,,,,POSITIONAL
985,2022-02-16 15:15:00,LONG,2022-02-17 09:15:00,7300.35,7263.8,7263.8,2022-02-17 10:15:00,7263.8,-36.55000000000018,-43.83207500000018,-37549.56954118656,Initial SL Hit,1027.3480038628284,-1.1257698689103992,2022.0,2.0,,,,,,,,POSITIONAL
986,2022-02-17 10:15:00,LONG,2022-02-17 11:15:00,7324.6,7260.1,7260.1,2022-02-18 09:15:00,7240.65,-83.95000000000073,-91.23262500000072,-85960.32547852516,Gap Open Outside ISL,1023.9467001611008,-2.335433632894648,2022.0,2.0,,,,,,,,POSITIONAL
987,2022-02-17 11:15:00,LONG,2022-02-17 12:15:00,37858.85,37642.95,37642.95,2022-02-17 13:15:00,37642.95,-215.90000000000143,-223.45018000000147,-34216.57023390855,Initial SL Hit,158.4834193325999,-0.8853287144221291,2022.0,2.0,,,,,,,,POSITIONAL
988,2022-02-21 10:15:00,LONG,2022-02-21 11:15:00,17225.9,17104.4,17225.48375,2022-02-21 14:15:00,17195.9,-30.0,-36.88436,-13061.726818337502,TSL Hit,435.3908939445834,-0.4014778618243459,2022.0,2.0,,,,,,,,POSITIONAL
990,2022-02-23 10:15:00,LONG,2022-02-23 11:15:00,37643.9,37474.35,37524.47222222222,2022-02-23 14:15:00,37474.35,-169.5500000000029,-177.0618250000029,-27024.29875756809,Initial SL hit,159.38837368072913,-0.7055399081923083,2022.0,2.0,,,,,,,,POSITIONAL
989,2022-02-23 10:15:00,LONG,2022-02-23 11:15:00,7165.2,7134.65,7134.65,2022-02-23 12:15:00,7134.65,-30.550000000000185,-37.69992500000018,-31977.474459889658,Initial SL Hit,1046.7258415675767,-0.9865371430664926,2022.0,2.0,,,,,,,,POSITIONAL
1990,2022-02-24 13:25:00,BUY,2022-02-24 13:30:00,57.4,24.4,194.9375,2022-02-24 15:20:00,206.05,148.65,144.69825,,EOD Exit,303.030303030303,4.384795454545454,2022.0,2.0,NIFTY,16450.0,P,2022-02-24,3.95175,43847.954545454544,2434439.5804298203,OPT BUY
1991,2022-02-24 14:00:00,BUY,2022-02-24 14:05:00,173.55,122.25,122.25,2022-02-24 14:15:00,122.25,-51.30000000000001,-55.73700000000001,,Initial SL Hit,194.93177387914227,-1.0864912280701755,2022.0,2.0,BANKNIFTY,36000.0,P,2022-02-24,4.437,-10864.912280701754,2423574.668149119,OPT BUY
1992,2022-02-24 14:35:00,BUY,2022-02-24 14:40:00,267.15,175.95,711.575,2022-02-24 15:20:00,783.9,516.75,500.98425,,EOD Exit,109.64912280701756,5.493248355263159,2022.0,2.0,BANKNIFTY,36000.0,P,2022-02-24,15.76575,54932.48355263159,2478507.1517017502,OPT BUY
991,2022-02-25 13:15:00,LONG,2022-02-25 14:15:00,6938.85,6896.6,6896.6,2022-02-28 09:15:00,6886.0,-52.85000000000037,-59.76242500000036,-57124.019109795234,Gap Open Outside ISL,1080.8707494757775,-1.6148864275060084,2022.0,2.0,,,,,,,,POSITIONAL
992,2022-02-28 10:15:00,LONG,2022-02-28 11:15:00,6933.5,6851.4,6851.4,2022-03-04 09:15:00,6851.4,-82.10000000000036,-88.99245000000036,-88807.96134708339,Initial SL Hit,1081.7047667123386,-2.406588934160246,2022.0,2.0,,,,,,,,POSITIONAL
1993,2022-03-03 14:00:00,BUY,2022-03-03 14:05:00,206.45,110.5,222.0,2022-03-03 14:20:00,204.15,-2.299999999999983,-8.458999999999982,,TSL Hit,104.22094841063056,-0.0881605002605522,2022.0,3.0,BANKNIFTY,35100.0,P,2022-03-03,6.159,-881.605002605522,2477625.546699145,OPT BUY
1994,2022-03-03 14:30:00,BUY,2022-03-03 14:35:00,169.05,119.6,119.6,2022-03-03 14:35:00,119.6,-49.45000000000002,-53.779750000000014,,Initial SL Hit,202.2244691607684,-1.0875581395348837,2022.0,3.0,BANKNIFTY,35100.0,P,2022-03-03,4.32975,-10875.581395348838,2466749.965303796,OPT BUY
1995,2022-03-03 14:45:00,BUY,2022-03-03 14:50:00,182.0,102.85,232.275,2022-03-03 15:10:00,102.85,-79.15,-83.42275000000001,,Initial SL hit,126.34238787113075,-1.0539829437776376,2022.0,3.0,BANKNIFTY,35100.0,P,2022-03-03,4.27275,-10539.829437776374,2456210.1358660194,OPT BUY
1996,2022-03-03 15:05:00,BUY,2022-03-03 15:10:00,39.4,17.55,17.55,2022-03-03 15:10:00,17.55,-21.85,-22.70425,,Initial SL Hit,457.6659038901602,-1.0390961098398168,2022.0,3.0,NIFTY,16500.0,P,2022-03-03,0.8542500000000001,-10390.96109839817,2445819.1747676213,OPT BUY
993,2022-03-04 12:15:00,LONG,2022-03-04 13:15:00,16402.1,16239.0,16239.0,2022-03-04 14:15:00,16239.0,-163.09999999999854,-169.62821999999855,-74578.86490144489,Initial SL Hit,457.2585217746508,-1.9390987282116148,2022.0,3.0,,,,,,,,POSITIONAL
994,2022-03-08 13:15:00,LONG,2022-03-08 14:15:00,6589.15,6487.0,7495.950735294117,2022-04-12 12:15:00,7488.05,898.9000000000005,891.8614000000006,1023159.2845814716,TSL Hit,1138.234825432719,25.378692623479527,2022.0,3.0,,,,,,,,POSITIONAL
1997,2022-03-10 13:50:00,BUY,2022-03-10 13:55:00,143.65,40.3,150.9875,2022-03-10 14:10:00,127.45,-16.200000000000003,-20.266500000000004,,TSL Hit,96.75858732462504,-0.1960957910014513,2022.0,3.0,NIFTY,16650.0,P,2022-03-10,4.0665,-1960.957910014514,2443858.216857607,OPT BUY
1998,2022-03-10 14:00:00,BUY,2022-03-10 14:05:00,311.95,115.7,193.3625,2022-03-10 14:30:00,115.7,-196.25,-202.66475,,Initial SL hit,50.955414012738856,-1.0326866242038215,2022.0,3.0,BANKNIFTY,34500.0,P,2022-03-10,6.41475,-10326.866242038215,2433531.350615569,OPT BUY
1999,2022-03-10 14:15:00,BUY,2022-03-10 14:20:00,160.2,124.5,124.5,2022-03-10 14:30:00,124.5,-35.69999999999999,-39.97049999999999,,Initial SL Hit,280.11204481792726,-1.1196218487394958,2022.0,3.0,NIFTY,16650.0,P,2022-03-10,4.270499999999999,-11196.218487394955,2422335.132128174,OPT BUY
2000,2022-03-10 14:40:00,BUY,2022-03-10 14:45:00,76.15,48.4,48.4,2022-03-10 15:00:00,48.4,-27.750000000000007,-29.618250000000007,,Initial SL Hit,360.3603603603603,-1.0673243243243244,2022.0,3.0,NIFTY,16650.0,P,2022-03-10,1.86825,-10673.243243243243,2411661.888884931,OPT BUY
2001,2022-03-10 14:40:00,BUY,2022-03-10 14:45:00,96.15,33.0,33.0,2022-03-10 15:10:00,33.0,-63.150000000000006,-65.08725000000001,,Initial SL Hit,158.3531274742676,-1.0306769596199528,2022.0,3.0,BANKNIFTY,34500.0,P,2022-03-10,1.93725,-10306.769596199529,2401355.119288732,OPT BUY
995,2022-03-10 15:15:00,LONG,2022-03-11 09:15:00,16619.35,16552.0,16552.0,2022-03-11 10:15:00,16552.0,-67.34999999999854,-73.98426999999855,-30393.787964029227,Initial SL hit,451.2811872907184,-0.8346927301609105,2022.0,3.0,,,,,,,,POSITIONAL
996,2022-03-11 11:15:00,LONG,2022-03-11 12:15:00,16660.05,16594.55,16594.55,2022-03-11 12:15:00,16594.55,-65.5,-72.15092,-29486.70622237028,Initial SL hit,450.1787209522181,-0.812020222028145,2022.0,3.0,,,,,,,,POSITIONAL
997,2022-03-11 13:15:00,LONG,2022-03-11 14:15:00,16634.65,16564.6,16564.6,2022-03-15 14:15:00,16564.6,-70.05000000000291,-76.6898500000029,-31583.171272014846,Initial SL hit,450.8661138046186,-0.8644213659440112,2022.0,3.0,,,,,,,,POSITIONAL
998,2022-03-14 12:15:00,LONG,2022-03-14 13:15:00,35195.25,34986.7,34986.7,2022-03-15 13:15:00,34986.7,-208.5500000000029,-215.5681950000029,-35553.09310205262,Initial SL hit,170.47755023760308,-0.9187384448185603,2022.0,3.0,,,,,,,,POSITIONAL
999,2022-03-15 10:15:00,LONG,2022-03-15 11:15:00,16636.15,16540.6,16540.6,2022-03-15 12:15:00,16540.6,-95.55000000000292,-102.18535000000291,-43076.37283866891,Initial SL hit,450.8254614198597,-1.1516939391025294,2022.0,3.0,,,,,,,,POSITIONAL
1001,2022-03-16 10:15:00,LONG,2022-03-16 11:15:00,16901.05,16840.55,17159.0625,2022-03-24 12:15:00,17152.55,251.5,244.68928,111605.49196647546,TSL Hit,443.7594113975167,2.714579271702054,2022.0,3.0,,,,,,,,POSITIONAL
1000,2022-03-16 10:15:00,LONG,2022-03-16 11:15:00,35686.35,35506.05,36069.36111111112,2022-03-21 12:15:00,35945.2,258.84999999999854,251.68684499999856,43520.8420026142,TSL Hit,168.1315124690533,1.0579122479603484,2022.0,3.0,,,,,,,,POSITIONAL
1002,2022-03-17 11:15:00,LONG,2022-03-17 12:15:00,17140.95,17077.6,17077.6,2022-03-21 09:15:00,17077.6,-63.35000000000218,-70.19371000000218,-27718.70870634453,Initial SL hit,437.5486772903485,-0.7678291241150815,2022.0,3.0,,,,,,,,POSITIONAL
2002,2022-03-17 13:35:00,BUY,2022-03-17 13:40:00,39.95,35.35,35.35,2022-03-17 13:45:00,35.35,-4.600000000000001,-5.729500000000002,,Initial SL Hit,2173.91304347826,-1.2455434782608694,2022.0,3.0,NIFTY,17300.0,C,2022-03-17,1.1295000000000002,-12455.434782608694,2388899.6845061225,OPT BUY
2003,2022-03-17 13:50:00,BUY,2022-03-17 13:55:00,45.85,27.5,46.5125,2022-03-17 14:10:00,39.2,-6.649999999999999,-7.925749999999999,,TSL Hit,544.959128065395,-0.4319209809264304,2022.0,3.0,NIFTY,17300.0,C,2022-03-17,1.2757500000000002,-4319.209809264304,2384580.4746968583,OPT BUY
2004,2022-03-17 14:15:00,BUY,2022-03-17 14:20:00,41.5,33.15,33.15,2022-03-17 14:35:00,33.15,-8.350000000000001,-9.46975,,Initial SL Hit,1197.6047904191614,-1.1341017964071856,2022.0,3.0,NIFTY,17300.0,C,2022-03-17,1.11975,-11341.017964071856,2373239.4567327863,OPT BUY
1004,2022-03-22 11:15:00,LONG,2022-03-22 12:15:00,16794.4,16697.55,16697.55,2022-03-22 12:15:00,16697.55,-96.85000000000218,-103.5483900000022,-43251.024150908415,Initial SL hit,446.5774305720954,-1.156059348651956,2022.0,3.0,,,,,,,,POSITIONAL
1003,2022-03-22 11:15:00,LONG,2022-03-22 12:15:00,35666.05,35435.1,35435.1,2022-03-22 12:15:00,35435.1,-230.9500000000044,-238.0601150000044,-38852.07361061923,Initial SL Hit,168.2272076666746,-1.0012047100814543,2022.0,3.0,,,,,,,,POSITIONAL
1006,2022-03-22 14:15:00,LONG,2022-03-22 15:15:00,17089.05,16995.0,16995.0,2022-03-23 11:15:00,16995.0,-94.04999999999929,-100.86680999999928,-41276.431399053465,Initial SL hit,438.8775268373608,-1.1067044028193413,2022.0,3.0,,,,,,,,POSITIONAL
1005,2022-03-22 14:15:00,LONG,2022-03-22 15:15:00,36352.7,36125.85,36125.85,2022-03-23 13:15:00,36125.85,-226.84999999999852,-234.09785499999853,-37441.51053429295,Initial SL hit,165.04963867883268,-0.965944159580988,2022.0,3.0,,,,,,,,POSITIONAL
1007,2022-03-24 09:15:00,LONG,2022-03-24 10:15:00,16825.05,16686.1,16686.1,2022-03-24 12:15:00,16686.1,-138.95000000000073,-145.6522300000007,-61938.894683819984,Initial SL hit,445.76390560503535,-1.6231626726220805,2022.0,3.0,,,,,,,,POSITIONAL
1008,2022-03-24 10:15:00,LONG,2022-03-24 11:15:00,35888.9,35745.7,35745.7,2022-03-24 11:15:00,35745.7,-143.20000000000437,-150.36346000000435,-23940.549863607583,Initial SL Hit,167.18261077937746,-0.6284538952155304,2022.0,3.0,,,,,,,,POSITIONAL
1009,2022-03-24 12:15:00,LONG,2022-03-24 13:15:00,35643.0,35428.8,35428.8,2022-03-24 13:15:00,35428.8,-214.1999999999971,-221.3071799999971,-36057.57091153894,Initial SL Hit,168.335998653312,-0.9313491288611947,2022.0,3.0,,,,,,,,POSITIONAL
1010,2022-03-24 12:15:00,LONG,2022-03-24 13:15:00,17191.45,17147.6,17197.682500000003,2022-03-25 09:15:00,17191.4,-0.0499999999992724,-6.926569999999274,-21.813168755081332,TSL Hit,436.2633751079752,-0.07554522015303325,2022.0,3.0,,,,,,,,POSITIONAL
2005,2022-03-24 14:10:00,BUY,2022-03-24 14:15:00,54.25,37.4,37.4,2022-03-24 14:25:00,37.4,-16.85,-18.22475,,Initial SL Hit,593.4718100890208,-1.081587537091988,2022.0,3.0,BANKNIFTY,35500.0,P,2022-03-24,1.37475,-10815.87537091988,2362423.5813618666,OPT BUY
1011,2022-03-24 15:15:00,LONG,2022-03-25 09:15:00,35534.15,35493.95,35493.95,2022-03-25 09:15:00,35493.95,-40.200000000004366,-47.30281000000437,-6787.836489687419,Initial SL Hit,168.8516539723055,-0.19967894265096126,2022.0,3.0,,,,,,,,POSITIONAL
