,Signal Generated At,Trade Type,Entry Time,Entry Price,Initial SL,Final SL,Exit Time,Exit Price,Points Captured,After Costs,THEO PnL,Remarks,Qty,ROI%,Trade Year,Trade Month,Index,Strike,Option Type,Expiry,Slippages,PnL,Cumulative PnL,Strategy
1376,2023-10-13 11:15:00,LONG,2023-10-13 12:15:00,19702.65,19675.6,19773.8975,2023-10-18 10:15:00,19724.9,22.25,14.36449,8469.672861264855,TSL Hit,380.6594544388699,0.13669947316731504,2023.0,10.0,,,,,,,,POSITIONAL
1377,2023-10-16 10:15:00,LONG,2023-10-16 11:15:00,19829.85,19755.6,19787.16625,2023-10-18 10:15:00,19755.6,-74.25,-82.16709,-28082.663257664582,Initial SL hit,378.2176869719136,-0.7769261681253262,2023.0,10.0,,,,,,,,POSITIONAL
2282,2023-10-16 14:05:00,BUY,2023-10-16 14:10:00,4.35,1.7,1.7,2023-10-16 14:30:00,1.7,-2.6499999999999995,-2.74075,,Initial SL Hit,3773.584905660378,-1.0342452830188678,2023.0,10.0,MIDCPNIFTY,9150.0,P,2023-10-16,0.09075,-10342.452830188678,3885890.333301928,OPT BUY
1378,2023-10-17 11:15:00,LONG,2023-10-17 12:15:00,44516.7,44457.75,44457.75,2023-10-17 13:15:00,44457.75,-58.94999999999709,-67.8474449999971,-7945.332875077949,Initial SL hit,134.7808799843654,-0.22861345854476106,2023.0,10.0,,,,,,,,POSITIONAL
2283,2023-10-17 13:55:00,BUY,2023-10-17 14:00:00,11.35,7.8,13.74,2023-10-17 14:35:00,13.35,2.0,1.6295,,TSL Hit,2816.9014084507044,0.4590140845070423,2023.0,10.0,FINNIFTY,19950.0,P,2023-10-17,0.3705,4590.140845070423,3890480.474146999,OPT BUY
1379,2023-10-17 14:15:00,LONG,2023-10-17 15:15:00,44446.25,44345.6,44348.89166666667,2023-10-18 09:15:00,44345.6,-100.65000000000146,-109.52918500000146,-13587.19802008063,Initial SL hit,134.99451584779368,-0.3696459825069656,2023.0,10.0,,,,,,,,POSITIONAL
1380,2023-10-18 12:15:00,LONG,2023-10-18 13:15:00,19711.3,19676.5,19676.5,2023-10-18 14:15:00,19676.5,-34.79999999999927,-42.67755999999928,-13241.13579520349,Initial SL Hit,380.49240790815423,-0.40596218920111127,2023.0,10.0,,,,,,,,POSITIONAL
1381,2023-10-19 12:15:00,LONG,2023-10-19 13:15:00,19696.35,19633.7,19633.7,2023-10-19 13:15:00,19633.7,-62.64999999999782,-70.51600999999782,-23855.942852355063,Initial SL Hit,380.7812107319377,-0.6712792915946149,2023.0,10.0,,,,,,,,POSITIONAL
2284,2023-10-19 13:35:00,BUY,2023-10-19 13:40:00,12.5,7.5,13.0875,2023-10-19 13:50:00,12.95,0.4499999999999993,0.0682499999999993,,TSL Hit,2000.0,0.0136499999999998,2023.0,10.0,NIFTY,19650.0,C,2023-10-19,0.38175,136.49999999999864,3890616.974146999,OPT BUY
2285,2023-10-19 13:55:00,BUY,2023-10-19 14:00:00,24.35,10.8,23.1125,2023-10-19 14:10:00,17.5,-6.850000000000001,-7.477750000000001,,TSL Hit,738.0073800738007,-0.5518634686346865,2023.0,10.0,NIFTY,19650.0,C,2023-10-19,0.62775,-5518.634686346864,3885098.339460652,OPT BUY
1382,2023-10-19 15:15:00,LONG,2023-10-20 09:15:00,19611.15,19588.3,19588.3,2023-10-20 10:15:00,19588.3,-22.850000000002183,-30.689890000002183,-8738.65122647149,Initial SL Hit,382.43550225254506,-0.2934225874056549,2023.0,10.0,,,,,,,,POSITIONAL
1383,2023-10-20 10:15:00,LONG,2023-10-20 11:15:00,19603.8,19568.4,19568.4,2023-10-20 11:15:00,19568.4,-35.39999999999782,-43.23443999999782,-13543.29262693884,Initial SL Hit,382.5788877666575,-0.4135145992103363,2023.0,10.0,,,,,,,,POSITIONAL
2286,2023-10-23 14:10:00,BUY,2023-10-23 14:15:00,9.75,7.6,117.195,2023-10-23 15:20:00,196.0,186.25,183.16375,,EOD Exit,4651.162790697674,85.1924418604651,2023.0,10.0,FINNIFTY,19600.0,P,2023-10-23,3.08625,851924.418604651,5630684.9544512015,OPT BUY
2287,2023-10-23 15:05:00,BUY,2023-10-23 15:10:00,11.35,1.8,9.35,2023-10-23 15:20:00,28.65,17.299999999999997,16.699999999999996,,EOD Exit,1047.1204188481677,1.7486910994764395,2023.0,10.0,MIDCPNIFTY,8875.0,P,2023-10-23,0.6,17486.910994764396,5648171.865445966,OPT BUY
1384,2023-10-27 12:15:00,LONG,2023-10-27 13:15:00,8757.15,8731.5,8731.5,2023-10-27 14:15:00,8731.5,-25.64999999999964,-34.39432499999964,-21967.763484695053,Initial SL Hit,856.4430208458232,-0.7364194900738177,2023.0,10.0,,,,,,,,POSITIONAL
2288,2023-10-30 13:35:00,BUY,2023-10-30 13:40:00,14.95,11.75,14.665,2023-10-30 14:00:00,14.35,-0.5999999999999996,-1.0394999999999996,,TSL Hit,3125.000000000001,-0.32484375,2023.0,10.0,MIDCPNIFTY,8700.0,C,2023-10-30,0.4394999999999999,-3248.4375,5616329.981344024,OPT BUY
2289,2023-10-30 14:25:00,BUY,2023-10-30 14:30:00,22.4,15.85,22.56,2023-10-30 14:50:00,22.2,-0.1999999999999993,-0.8689999999999992,,TSL Hit,1526.7175572519086,-0.1326717557251907,2023.0,10.0,MIDCPNIFTY,8700.0,C,2023-10-30,0.6689999999999999,-1326.7175572519077,5615003.263786772,OPT BUY
1385,2023-10-31 11:15:00,LONG,2023-10-31 12:15:00,8743.9,8710.55,8710.55,2023-10-31 12:15:00,8710.55,-33.350000000000364,-42.07722500000036,-28605.656514827795,Initial SL Hit,857.7408250323083,-0.9022838421642594,2023.0,10.0,,,,,,,,POSITIONAL
2290,2023-10-31 13:55:00,BUY,2023-10-31 14:00:00,16.6,9.5,9.5,2023-10-31 14:05:00,9.5,-7.100000000000001,-7.491500000000001,,Initial SL Hit,1408.4507042253515,-1.0551408450704225,2023.0,10.0,FINNIFTY,19250.0,P,2023-10-31,0.3915,-10551.408450704224,5604451.855336068,OPT BUY
1386,2023-10-31 13:15:00,LONG,2023-10-31 14:15:00,8758.1,8724.05,8724.05,2023-11-01 15:15:00,8724.05,-34.05000000000109,-42.79107500000109,-29158.721640539407,Initial SL Hit,856.3501216017172,-0.9161035569929785,2023.0,10.0,,,,,,,,POSITIONAL
2291,2023-10-31 14:50:00,BUY,2023-10-31 14:55:00,9.65,2.45,26.445,2023-10-31 15:20:00,44.2,34.550000000000004,33.742250000000006,,EOD Exit,1388.888888888889,4.686423611111112,2023.0,10.0,FINNIFTY,19250.0,P,2023-10-31,0.80775,46864.23611111112,5651316.091447179,OPT BUY
1387,2023-11-02 10:15:00,LONG,2023-11-02 11:15:00,8836.05,8814.0,8814.0,2023-11-02 11:15:00,8814.0,-22.049999999999272,-30.875024999999276,-18715.94207819043,Initial SL Hit,848.7955591016348,-0.6551646026787834,2023.0,11.0,,,,,,,,POSITIONAL
1389,2023-11-02 12:15:00,LONG,2023-11-02 13:15:00,19112.75,19076.95,19736.6125,2023-11-22 13:15:00,19735.8,623.0499999999993,615.2802899999992,244489.93472943423,TSL Hit,392.4082091797361,6.03602591856221,2023.0,11.0,,,,,,,,POSITIONAL
1388,2023-11-02 12:15:00,LONG,2023-11-02 13:15:00,8818.75,8801.0,10137.163970588235,2023-12-20 13:15:00,10124.45,1305.7000000000007,1296.2284000000006,1110446.4918497526,TSL Hit,850.4606661941885,27.55978171509569,2023.0,11.0,,,,,,,,POSITIONAL
1390,2023-11-03 09:15:00,LONG,2023-11-03 10:15:00,43367.6,43221.0,43411.48611111111,2023-11-07 11:15:00,43330.05,-37.549999999995634,-46.21976499999563,-5195.122626107367,TSL Hit,138.35213385107778,-0.1598650778461189,2023.0,11.0,,,,,,,,POSITIONAL
1391,2023-11-07 12:15:00,LONG,2023-11-07 13:15:00,43393.25,43300.7,43682.73333333334,2023-11-10 09:15:00,43607.75,214.5,205.7999,29658.990741647605,TSL Hit,138.27035310791425,0.711400621064336,2023.0,11.0,,,,,,,,POSITIONAL
2292,2023-11-07 13:45:00,BUY,2023-11-07 13:50:00,22.8,11.3,80.184375,2023-11-07 15:20:00,110.3,87.5,85.5035,,EOD Exit,869.5652173913044,7.435086956521738,2023.0,11.0,FINNIFTY,19450.0,C,2023-11-07,1.9965,74350.86956521739,5725666.961012397,OPT BUY
2293,2023-11-07 14:35:00,BUY,2023-11-07 14:40:00,12.65,6.05,6.05,2023-11-07 14:40:00,6.05,-6.6000000000000005,-6.8805000000000005,,Initial SL Hit,1515.151515151515,-1.0425,2023.0,11.0,FINNIFTY,19500.0,P,2023-11-07,0.2804999999999999,-10425.0,5715241.961012397,OPT BUY
1392,2023-11-09 10:15:00,LONG,2023-11-09 11:15:00,19536.6,19491.05,19491.05,2023-11-09 13:15:00,19491.05,-45.54999999999927,-53.35552999999927,-17486.410122538957,Initial SL hit,383.8948435244618,-0.5120728210128612,2023.0,11.0,,,,,,,,POSITIONAL
2294,2023-11-09 14:45:00,BUY,2023-11-09 14:50:00,51.35,37.1,53.9375,2023-11-09 15:15:00,53.4,2.049999999999997,0.4787499999999971,,TSL Hit,701.7543859649123,0.0335964912280699,2023.0,11.0,NIFTY,19450.0,P,2023-11-09,1.57125,335.96491228069976,5715577.925924677,OPT BUY
1393,2023-11-10 09:15:00,LONG,2023-11-10 10:15:00,19477.05,19423.1,19529.99875,2023-11-20 09:15:00,19525.15,48.10000000000218,40.29956000000218,18521.798732355077,TSL Hit,385.0685807142252,0.3879523593152151,2023.0,11.0,,,,,,,,POSITIONAL
1394,2023-11-10 11:15:00,LONG,2023-11-10 12:15:00,43711.35,43607.6,43767.68611111111,2023-11-13 10:15:00,43723.9,12.55000000000291,3.8064750000029104,1722.664708365618,TSL Hit,137.26412018846364,0.013062311047369525,2023.0,11.0,,,,,,,,POSITIONAL
1395,2023-11-13 11:15:00,LONG,2023-11-13 12:15:00,43892.35,43718.15,44149.569444444445,2023-11-16 14:15:00,44085.5,193.15000000000143,184.35221500000145,26403.234276588264,TSL Hit,136.6980806450327,0.630014848829015,2023.0,11.0,,,,,,,,POSITIONAL
2295,2023-11-13 13:50:00,BUY,2023-11-13 13:55:00,6.7,4.5,6.81,2023-11-13 14:10:00,6.25,-0.4500000000000002,-0.6442500000000002,,TSL Hit,4545.454545454545,-0.2928409090909091,2023.0,11.0,MIDCPNIFTY,9250.0,C,2023-11-13,0.1942499999999999,-2928.4090909090914,5831462.824327309,OPT BUY
2296,2023-11-13 14:15:00,BUY,2023-11-13 14:20:00,6.45,4.5,4.5,2023-11-13 14:30:00,4.5,-1.95,-2.11425,,Initial SL Hit,5128.205128205128,-1.084230769230769,2023.0,11.0,MIDCPNIFTY,9250.0,C,2023-11-13,0.1642499999999999,-10842.307692307691,5820620.516635001,OPT BUY
2297,2023-11-13 14:30:00,BUY,2023-11-13 14:35:00,4.7,3.7,3.7,2023-11-13 14:35:00,3.7,-1.0,-1.126,,Initial SL Hit,10000.0,-1.1259999999999997,2023.0,11.0,MIDCPNIFTY,9250.0,C,2023-11-13,0.126,-11259.999999999998,5809360.516635001,OPT BUY
2298,2023-11-13 14:35:00,BUY,2023-11-13 14:40:00,9.45,2.45,2.45,2023-11-13 15:20:00,7.25,-2.2,-2.4504999999999995,,EOD Exit,1428.571428571429,-0.3500714285714285,2023.0,11.0,FINNIFTY,19550.0,P,2023-11-13,0.2505,-3500.7142857142853,5805859.802349286,OPT BUY
2299,2023-11-13 15:05:00,BUY,2023-11-13 15:10:00,5.95,0.4,0.4,2023-11-13 15:10:00,0.4,-5.55,-5.64525,,Initial SL Hit,1801.801801801802,-1.017162162162162,2023.0,11.0,MIDCPNIFTY,9250.0,C,2023-11-13,0.09525,-10171.621621621622,5795688.180727664,OPT BUY
2300,2023-11-16 13:35:00,BUY,2023-11-16 13:40:00,14.05,10.25,64.925,2023-11-16 14:50:00,59.95,45.900000000000006,44.790000000000006,,TSL Hit,2631.5789473684204,11.786842105263156,2023.0,11.0,NIFTY,19800.0,C,2023-11-16,1.11,117868.42105263156,5913556.601780296,OPT BUY
1396,2023-11-20 11:15:00,LONG,2023-11-20 12:15:00,19542.3,19483.1,19574.963125,2023-11-22 11:15:00,19511.0,-31.299999999999272,-39.11065999999927,-12012.403862390534,TSL Hit,383.7828710029014,-0.3752500345404514,2023.0,11.0,,,,,,,,POSITIONAL
1397,2023-11-20 12:15:00,LONG,2023-11-20 13:15:00,43680.55,43575.95,43575.95,2023-11-20 14:15:00,43575.95,-104.60000000000582,-113.32565000000582,-14367.95095299933,Initial SL Hit,137.3609077724525,-0.38916285394760075,2023.0,11.0,,,,,,,,POSITIONAL
2301,2023-11-20 13:45:00,BUY,2023-11-20 13:50:00,8.9,5.25,10.73,2023-11-20 14:20:00,7.7,-1.2000000000000002,-1.4490000000000005,,TSL Hit,2739.72602739726,-0.396986301369863,2023.0,11.0,MIDCPNIFTY,9475.0,P,2023-11-20,0.249,-3969.863013698631,5882941.290217785,OPT BUY
1398,2023-11-21 11:15:00,LONG,2023-11-21 12:15:00,43759.9,43704.3,43704.3,2023-11-21 12:15:00,43704.3,-55.59999999999855,-64.34641999999855,-7623.417786603518,Initial SL Hit,137.11183069431146,-0.22056638612062146,2023.0,11.0,,,,,,,,POSITIONAL
1399,2023-11-21 14:15:00,LONG,2023-11-21 15:15:00,43702.9,43664.25,43664.25,2023-11-22 09:15:00,43664.25,-38.650000000001455,-47.38671500000146,-5306.284022341966,Initial SL hit,137.29066034519448,-0.16264383484849332,2023.0,11.0,,,,,,,,POSITIONAL
1400,2023-11-22 12:15:00,LONG,2023-11-22 13:15:00,19524.1,19467.25,19592.19875,2023-11-24 12:15:00,19584.25,60.150000000001455,52.32833000000146,23106.058665957,TSL Hit,384.1406262004395,0.5025359363555951,2023.0,11.0,,,,,,,,POSITIONAL
2302,2023-11-22 14:00:00,BUY,2023-11-22 14:05:00,42.9,25.15,25.15,2023-11-22 14:15:00,25.15,-17.75,-18.77075,,Initial SL Hit,563.3802816901408,-1.057507042253521,2023.0,11.0,BANKNIFTY,43300.0,P,2023-11-22,1.0207499999999998,-10575.070422535213,5895100.59479525,OPT BUY
2303,2023-11-22 14:55:00,BUY,2023-11-22 15:00:00,128.0,109.75,109.75,2023-11-22 15:20:00,147.3,19.30000000000001,15.170500000000011,,EOD Exit,547.945205479452,0.8312602739726033,2023.0,11.0,BANKNIFTY,43300.0,C,2023-11-22,4.1295,8312.602739726033,5903413.1975349765,OPT BUY
1401,2023-11-23 11:15:00,LONG,2023-11-23 12:15:00,19817.6,19791.15,19791.15,2023-11-23 14:15:00,19791.15,-26.44999999999709,-34.37174999999709,-10010.041579201225,Initial SL hit,378.4514774745681,-0.32520098927213464,2023.0,11.0,,,,,,,,POSITIONAL
2304,2023-11-23 13:25:00,BUY,2023-11-23 13:30:00,13.0,10.05,10.05,2023-11-23 13:30:00,10.05,-2.95,-3.295749999999999,,Initial SL Hit,3389.830508474577,-1.1172033898305085,2023.0,11.0,NIFTY,19800.0,P,2023-11-23,0.34575,-11172.033898305084,5892241.163636671,OPT BUY
1402,2023-11-23 15:15:00,LONG,2023-11-24 09:15:00,19819.25,19798.85,19798.85,2023-11-24 09:15:00,19798.85,-20.40000000000145,-28.32362000000145,-7719.767397858694,Initial SL hit,378.4199704832423,-0.26795558610947806,2023.0,11.0,,,,,,,,POSITIONAL
1403,2023-11-24 11:15:00,LONG,2023-11-24 12:15:00,19817.85,19796.95,19796.95,2023-11-24 12:15:00,19796.95,-20.899999999997817,-28.822959999997817,-7909.536100030207,Initial SL hit,378.4467033507672,-0.2726988548202551,2023.0,11.0,,,,,,,,POSITIONAL
1405,2023-11-24 13:15:00,LONG,2023-11-24 14:15:00,19802.95,19772.4,20931.115,2023-12-12 14:15:00,20903.2,1100.25,1092.10877,416699.279652779,TSL Hit,378.73145162715656,10.340398494921212,2023.0,11.0,,,,,,,,POSITIONAL
1404,2023-11-24 13:15:00,LONG,2023-11-24 14:15:00,19629.85,19576.95,21258.773125,2023-12-20 14:15:00,21187.35,1557.5,1549.33656,595075.8666011202,TSL Hit,382.0711824084239,14.798921285694998,2023.0,11.0,,,,,,,,POSITIONAL
2305,2023-11-28 14:20:00,BUY,2023-11-28 14:25:00,24.25,1.25,6.671875,2023-11-28 14:45:00,5.7,-18.55,-18.99925,,TSL Hit,434.7826086956522,-0.8260543478260871,2023.0,11.0,FINNIFTY,19700.0,C,2023-11-28,0.44925,-8260.54347826087,5854908.251737358,OPT BUY
1406,2023-11-29 10:15:00,LONG,2023-11-29 11:15:00,44146.35,44085.8,46802.663888888885,2023-12-07 09:15:00,46581.15,2434.800000000003,2425.727250000003,330917.50507120107,TSL Hit,135.91157592870078,8.242110333017347,2023.0,11.0,,,,,,,,POSITIONAL
2307,2023-11-30 15:00:00,BUY,2023-11-30 15:05:00,86.3,47.15,47.15,2023-11-30 15:20:00,85.45,-0.8499999999999943,-3.4262499999999942,,EOD Exit,255.4278416347382,-0.087515964240102,2023.0,11.0,NIFTY,20050.0,C,2023-11-30,2.57625,-875.1596424010203,5858935.749696935,OPT BUY
2306,2023-11-30 15:00:00,BUY,2023-11-30 15:05:00,49.8,9.35,71.7125,2023-11-30 15:15:00,71.45,21.65000000000001,19.831250000000004,,TSL Hit,247.2187886279357,0.4902657601977751,2023.0,11.0,BANKNIFTY,44400.0,C,2023-11-30,1.81875,4902.657601977751,5859810.909339336,OPT BUY
2308,2023-12-04 13:30:00,BUY,2023-12-04 13:35:00,11.7,9.7,9.7,2023-12-04 13:35:00,9.7,-2.0,-2.321,,Initial SL Hit,5000.0,-1.1605,2023.0,12.0,MIDCPNIFTY,9875.0,C,2023-12-04,0.3209999999999999,-11604.999999999998,5820789.946588126,OPT BUY
2309,2023-12-04 14:25:00,BUY,2023-12-04 14:30:00,11.05,7.25,13.595,2023-12-04 15:00:00,10.25,-0.8000000000000007,-1.1195000000000008,,TSL Hit,2631.5789473684204,-0.2946052631578949,2023.0,12.0,MIDCPNIFTY,9875.0,C,2023-12-04,0.3195,-2946.052631578949,5817843.893956547,OPT BUY
2310,2023-12-05 14:15:00,BUY,2023-12-05 14:20:00,25.75,14.65,14.65,2023-12-05 14:20:00,14.65,-11.1,-11.706,,Initial SL Hit,900.900900900901,-1.0545945945945947,2023.0,12.0,FINNIFTY,21050.0,P,2023-12-05,0.606,-10545.945945945949,5807297.948010601,OPT BUY
1407,2023-12-07 12:15:00,LONG,2023-12-07 13:15:00,46875.35,46777.9,47245.927777777775,2023-12-12 12:15:00,47198.25,322.90000000000146,313.4926400000015,41330.891396011095,TSL Hit,127.99904427380277,1.0031689576717875,2023.0,12.0,,,,,,,,POSITIONAL
2311,2023-12-07 14:00:00,BUY,2023-12-07 14:05:00,22.45,18.3,18.3,2023-12-07 14:10:00,18.3,-4.149999999999999,-4.761249999999999,,Initial SL Hit,2409.638554216868,-1.147289156626506,2023.0,12.0,NIFTY,20900.0,C,2023-12-07,0.61125,-11472.89156626506,5795825.056444336,OPT BUY
2312,2023-12-07 14:15:00,BUY,2023-12-07 14:20:00,17.0,10.95,15.6375,2023-12-07 14:35:00,14.5,-2.5,-2.9725,,TSL Hit,1652.8925619834708,-0.4913223140495867,2023.0,12.0,NIFTY,20900.0,C,2023-12-07,0.4725,-4913.223140495868,5790911.83330384,OPT BUY
2313,2023-12-11 14:55:00,BUY,2023-12-11 15:00:00,14.3,8.35,15.855,2023-12-11 15:10:00,15.25,0.9499999999999992,0.5067499999999994,,TSL Hit,1680.6722689075627,0.0851680672268906,2023.0,12.0,MIDCPNIFTY,10000.0,C,2023-12-11,0.44325,851.6806722689064,6100747.554583389,OPT BUY
2314,2023-12-12 14:05:00,BUY,2023-12-12 14:10:00,13.8,10.5,10.5,2023-12-12 14:10:00,10.5,-3.3000000000000007,-3.6645000000000008,,Initial SL Hit,3030.3030303030296,-1.1104545454545454,2023.0,12.0,FINNIFTY,21200.0,P,2023-12-12,0.3645,-11104.545454545454,6089643.009128843,OPT BUY
2315,2023-12-12 14:20:00,BUY,2023-12-12 14:25:00,15.0,7.75,19.785000000000004,2023-12-12 14:55:00,19.2,4.199999999999999,3.687,,TSL Hit,1379.3103448275865,0.508551724137931,2023.0,12.0,FINNIFTY,21200.0,P,2023-12-12,0.513,5085.51724137931,6094728.526370223,OPT BUY
1408,2023-12-13 11:15:00,LONG,2023-12-13 12:15:00,47018.2,46936.6,46936.6,2023-12-13 12:15:00,46936.6,-81.59999999999854,-90.99547999999854,-10412.989012765083,Initial SL Hit,127.61015947016264,-0.2902986928465952,2023.0,12.0,,,,,,,,POSITIONAL
2316,2023-12-13 14:00:00,BUY,2023-12-13 14:05:00,53.75,30.65,30.65,2023-12-13 14:10:00,30.65,-23.1,-24.366,,Initial SL Hit,432.90043290043286,-1.0548051948051946,2023.0,12.0,BANKNIFTY,47100.0,C,2023-12-13,1.266,-10548.051948051949,6084180.474422171,OPT BUY
1409,2023-12-13 13:15:00,LONG,2023-12-13 14:15:00,20899.85,20819.3,21289.25125,2023-12-20 14:15:00,21142.35,242.5,234.09156,87022.15566140428,TSL Hit,358.8542501501207,2.1001187807568,2023.0,12.0,,,,,,,,POSITIONAL
2317,2023-12-13 14:25:00,BUY,2023-12-13 14:30:00,22.75,13.9,13.9,2023-12-13 14:30:00,13.9,-8.85,-9.39975,,Initial SL Hit,1129.9435028248588,-1.0621186440677963,2023.0,12.0,BANKNIFTY,47100.0,C,2023-12-13,0.54975,-10621.186440677966,6073559.2879814925,OPT BUY
1410,2023-12-13 14:15:00,LONG,2023-12-13 15:15:00,47134.65,47001.05,47859.02222222222,2023-12-18 14:15:00,47848.1,713.4499999999971,703.951724999997,90818.53795456172,TSL Hit,127.2948881555289,2.2402364025191566,2023.0,12.0,,,,,,,,POSITIONAL
2318,2023-12-14 13:35:00,BUY,2023-12-14 13:40:00,23.0,15.45,15.45,2023-12-14 13:45:00,15.45,-7.550000000000001,-8.126750000000001,,Initial SL Hit,1324.503311258278,-1.0763907284768213,2023.0,12.0,NIFTY,21200.0,C,2023-12-14,0.57675,-10763.907284768213,6062795.380696724,OPT BUY
2319,2023-12-14 14:20:00,BUY,2023-12-14 14:25:00,13.35,9.2,9.2,2023-12-14 14:30:00,9.2,-4.15,-4.488250000000001,,Initial SL Hit,2409.638554216868,-1.0815060240963856,2023.0,12.0,NIFTY,21200.0,C,2023-12-14,0.3382499999999999,-10815.060240963856,6051980.320455761,OPT BUY
2320,2023-12-18 14:55:00,BUY,2023-12-18 15:00:00,31.65,21.55,27.0,2023-12-18 15:20:00,29.05,-2.599999999999998,-3.5104999999999977,,EOD Exit,990.0990099009904,-0.3475742574257424,2023.0,12.0,MIDCPNIFTY,10325.0,P,2023-12-18,0.9105,-3475.742574257424,6538229.640857191,OPT BUY
1411,2023-12-19 10:15:00,LONG,2023-12-19 11:15:00,47815.95,47670.1,47888.958333333336,2023-12-19 14:15:00,47855.05,39.10000000000582,29.53290000000582,4906.312642539465,TSL Hit,125.4811417529088,0.09264555028188028,2023.0,12.0,,,,,,,,POSITIONAL
2321,2023-12-19 13:30:00,BUY,2023-12-19 13:35:00,14.4,8.75,16.775,2023-12-19 14:00:00,16.7,2.299999999999999,1.833499999999999,,TSL Hit,1769.9115044247787,0.324513274336283,2023.0,12.0,FINNIFTY,21450.0,C,2023-12-19,0.4665,3245.1327433628303,6541474.773600554,OPT BUY
2322,2023-12-19 14:05:00,BUY,2023-12-19 14:10:00,22.4,15.2,16.328125,2023-12-19 14:15:00,15.2,-7.199999999999999,-7.763999999999999,,Initial SL hit,1388.888888888889,-1.0783333333333331,2023.0,12.0,FINNIFTY,21450.0,C,2023-12-19,0.564,-10783.333333333332,6530691.440267221,OPT BUY
2323,2023-12-19 14:15:00,BUY,2023-12-19 14:20:00,16.3,8.65,8.65,2023-12-19 14:25:00,8.65,-7.65,-8.02425,,Initial SL Hit,1307.18954248366,-1.048921568627451,2023.0,12.0,FINNIFTY,21450.0,P,2023-12-19,0.37425,-10489.215686274509,6520202.224580946,OPT BUY
2324,2023-12-19 14:30:00,BUY,2023-12-19 14:35:00,17.15,8.45,8.45,2023-12-19 14:40:00,8.45,-8.7,-9.084,,Initial SL Hit,1149.425287356322,-1.044137931034483,2023.0,12.0,FINNIFTY,21450.0,C,2023-12-19,0.3839999999999999,-10441.379310344828,6509760.845270601,OPT BUY
2325,2023-12-19 14:45:00,BUY,2023-12-19 14:50:00,27.55,6.65,17.665,2023-12-19 15:00:00,14.3,-13.25,-13.87775,,TSL Hit,478.4688995215311,-0.664007177033493,2023.0,12.0,FINNIFTY,21450.0,P,2023-12-19,0.62775,-6640.071770334929,6503120.7735002665,OPT BUY
1412,2023-12-20 11:15:00,LONG,2023-12-20 12:15:00,47980.25,47888.1,47888.1,2023-12-20 12:15:00,47888.1,-92.15000000000146,-101.73683500000146,-11523.491436580858,Initial SL Hit,125.05145346262265,-0.31805847718593006,2023.0,12.0,,,,,,,,POSITIONAL
2326,2023-12-20 14:00:00,BUY,2023-12-20 14:05:00,74.5,35.2,86.71249999999999,2023-12-20 14:15:00,81.9,7.400000000000006,5.054000000000006,,TSL Hit,254.4529262086514,0.1286005089058525,2023.0,12.0,BANKNIFTY,47700.0,P,2023-12-20,2.346,1286.0050890585255,6504406.778589325,OPT BUY
2327,2023-12-20 14:25:00,BUY,2023-12-20 14:30:00,78.45,45.85,182.375,2023-12-20 14:50:00,153.0,74.55,71.07825,,TSL Hit,306.7484662576687,2.1803144171779145,2023.0,12.0,BANKNIFTY,47700.0,P,2023-12-20,3.47175,21803.144171779142,6526209.922761104,OPT BUY
2328,2023-12-20 14:55:00,BUY,2023-12-20 15:00:00,163.75,100.35,223.0375,2023-12-20 15:20:00,245.75,82.0,75.8575,,EOD Exit,157.72870662460568,1.1964905362776026,2023.0,12.0,BANKNIFTY,47700.0,P,2023-12-20,6.1425,11964.905362776026,6538174.828123881,OPT BUY
1413,2023-12-21 09:15:00,LONG,2023-12-21 10:15:00,21127.95,20996.45,21292.838125,2023-12-22 12:15:00,21273.3,145.34999999999854,136.86974999999853,51596.3451257689,TSL Hit,354.9800146251766,1.2146506464185935,2023.0,12.0,,,,,,,,POSITIONAL
1414,2023-12-21 11:15:00,LONG,2023-12-21 12:15:00,47434.15,47289.3,47666.36666666667,2023-12-22 13:15:00,47611.5,177.34999999999854,167.84543499999853,22433.20476913766,TSL Hit,126.49114614681616,0.5307740362165186,2023.0,12.0,,,,,,,,POSITIONAL
1415,2023-12-21 11:15:00,LONG,2023-12-21 12:15:00,21198.8,21118.4,21621.35125,2024-01-02 10:15:00,21588.4,389.6000000000022,381.0425600000022,137837.99082967037,TSL Hit,353.7936109591109,3.370260580787611,2023.0,12.0,,,,,,,,POSITIONAL
2329,2023-12-21 13:45:00,BUY,2023-12-21 13:50:00,16.0,8.5,8.5,2023-12-21 14:00:00,8.5,-7.5,-7.8675,,Initial SL Hit,1333.3333333333333,-1.0489999999999997,2023.0,12.0,NIFTY,21250.0,C,2023-12-21,0.3675,-10489.999999999998,6527684.828123881,OPT BUY
2330,2023-12-21 14:25:00,BUY,2023-12-21 14:30:00,21.65,7.35,7.35,2023-12-21 14:55:00,7.35,-14.3,-14.735,,Initial SL Hit,699.3006993006993,-1.0304195804195804,2023.0,12.0,NIFTY,21250.0,C,2023-12-21,0.435,-10304.195804195804,6517380.632319685,OPT BUY
1416,2023-12-22 10:15:00,LONG,2023-12-22 11:15:00,10250.4,10225.9,10225.9,2023-12-22 12:15:00,10225.9,-24.5,-34.73815,-17926.12971201124,Initial SL hit,731.6787637555608,-0.6354291661788808,2023.0,12.0,,,,,,,,POSITIONAL
