,date,day,expiry,DTE,trade_num,strike,type,Entry Price,Entry Time,initial sl,Exit Price,Exit date,Exit Time,ROC on Entry,Opt RSI on Entry,Spot RSI on Entry,Remark,Points Captured,Slippage,Qty,PnL,ROI%,Trade Year,Trade Month,Highest High,Lowest Low,Max ROI%,Margin,DATETIME,Cumulative ROI%,Max Cumulative ROI%,DD,is_win
626,2024-07-16,Tuesday,2024-07-18,2,1,24650,C,69.95,13:15:00,104.9,104.9,2024-07-18,12:45:00,-27.215849843587076,10.016155088852983,31.583476764200086,SL hit,-34.95,1.7485000000000002,2839.7565922920894,-104214.80730223125,-1.0421480730223125,2024,7,109.5,8.8,1.736511156186613,100.0,2024-07-16 13:15:00,372.4471424158976,386.5968585500257,-14.149716134128084,False
1258,2024-07-19,Friday,2024-07-25,6,1,24750,P,255.75,09:45:00,259.05,259.05,2024-07-19,10:15:00,-6.187076697785092,95.25159461374912,28.72975277067384,SL hit,-3.3000000000000114,5.148,2828.282828282828,-23893.333333333365,-0.23893333333333366,2024,7,262.1,232.4,0.6604040404040403,100.0,2024-07-19 09:45:00,372.2082090825643,386.5968585500257,-14.388649467461391,False
627,2024-07-19,Friday,2024-07-25,6,2,24800,C,174.0,09:45:00,240.0,0.05,2024-07-25,15:15:00,-4.285714285714292,6.92307692307692,28.72975277067384,EOD exit,173.95,1.7405000000000002,2822.5806451612902,486075.2016129032,4.860752016129032,2024,7,190.85,0.05,4.909879032258064,100.0,2024-07-19 09:45:00,377.0689610986933,386.5968585500257,-9.527897451332365,True
1259,2024-07-22,Monday,2024-07-25,3,2,24450,P,165.45,10:15:00,268.9,268.9,2024-07-23,12:15:00,-7.924632862288713,41.91829484902309,74.10666666666681,SL hit,-103.44999999999999,4.3435,2862.9856850715746,-308611.2474437628,-3.086112474437628,2024,7,433.0,151.05,0.4122699386503061,100.0,2024-07-22 10:15:00,373.98284862425567,386.5968585500257,-12.614009925770006,False
1260,2024-07-23,Tuesday,2024-07-25,2,3,24100,P,57.0,13:15:00,199.45,0.05,2024-07-25,15:15:00,-25.46864899806076,40.417310664605886,60.2843601895738,EOD exit,56.95,0.5705,2904.564315352697,163757.88381742738,1.6375788381742737,2024,7,62.55,0.05,1.654149377593361,100.0,2024-07-23 13:15:00,375.6204274624299,386.5968585500257,-10.976431087595756,True
1261,2024-07-26,Friday,2024-08-01,6,1,24450,P,110.35,09:15:00,182.85,0.05,2024-08-01,15:15:00,-39.26715887339349,12.944582299421,64.57345971563981,EOD exit,110.3,1.1039999999999999,2862.9856850715746,312626.58486707567,3.126265848670757,2024,8,112.7,0.05,3.157873210633946,100.0,2024-07-26 09:15:00,378.74669331110067,386.5968585500257,-7.850165238925001,True
628,2024-07-31,Wednesday,2024-08-01,1,1,24950,C,76.25,10:45:00,107.4,118.5,2024-08-01,09:15:00,-51.57092986353538,63.32453825857519,33.168316831683,Gap SL hit,-42.25,1.9475,2805.61122244489,-124001.00200400801,-1.24001002004008,2024,8,160.0,67.05,0.25811623246492993,100.0,2024-07-31 10:45:00,377.5066832910606,386.5968585500257,-9.090175258965075,False
629,2024-08-01,Thursday,2024-08-01,0,2,25100,C,14.1,09:45:00,60.0,0.05,2024-08-01,15:15:00,-56.079027355623104,38.32807570977918,78.16391543585264,EOD exit,14.049999999999999,0.14150000000000001,2788.8446215139443,38788.64541832669,0.3878864541832669,2024,8,18.35,0.05,0.3918326693227091,100.0,2024-08-01 09:45:00,377.89456974524387,386.5968585500257,-8.702288804781801,True
630,2024-08-02,Friday,2024-08-08,6,1,24850,C,100.3,12:15:00,147.8,0.05,2024-08-08,15:15:00,-58.07395028201378,34.98233215547704,65.33333333333363,EOD exit,100.25,1.0035,2816.9014084507044,279567.6056338028,2.7956760563380283,2024,8,116.6,0.05,2.8239436619718306,100.0,2024-08-02 12:15:00,380.6902458015819,386.5968585500257,-5.906612748443763,True
1262,2024-08-07,Wednesday,2024-08-08,1,1,24250,P,75.65,10:15:00,139.0,139.0,2024-08-08,09:15:00,-78.78830278438505,4.615966704502469,21.45328719723196,SL hit,-63.349999999999994,2.1465,2886.59793814433,-189062.0618556701,-1.8906206185567007,2024,8,144.0,45.0,0.8847422680412373,100.0,2024-08-07 10:15:00,378.7996251830252,386.5968585500257,-7.797233367000445,False
1263,2024-08-08,Thursday,2024-08-08,0,2,24200,P,45.45,11:45:00,155.0,83.25,2024-08-08,15:15:00,-71.42857142857143,32.48686514886165,90.97789887980643,EOD exit,-37.8,1.287,2892.561983471074,-113061.57024793387,-1.1306157024793386,2024,8,152.3,28.05,0.5033057851239671,100.0,2024-08-08 11:45:00,377.66900948054587,386.5968585500257,-8.927849069479805,False
1264,2024-08-09,Friday,2024-08-14,5,1,24350,P,139.05,09:15:00,190.0,190.0,2024-08-09,10:15:00,-49.65517241379311,22.202391575941476,52.19193020719725,SL hit,-50.94999999999999,3.2905,2874.7433264887063,-155927.51540041066,-1.5592751540041065,2024,8,194.8,131.4,0.2199178644763862,100.0,2024-08-09 09:15:00,376.10973432654174,386.5968585500257,-10.487124223483931,False
631,2024-08-09,Friday,2024-08-14,5,1,24400,C,132.65,09:45:00,181.9,181.9,2024-08-12,11:15:00,-24.680125106624967,65.01182033096927,52.19193020719725,SL hit,-49.25,3.1455,2868.8524590163934,-150314.95901639343,-1.5031495901639345,2024,8,190.0,64.6,1.9522540983606562,100.0,2024-08-09 09:45:00,374.6065847363778,386.5968585500257,-11.990273813647889,False
1265,2024-08-09,Friday,2024-08-14,5,2,24300,P,133.9,10:45:00,184.6,184.6,2024-08-13,13:45:00,-42.3849643551523,20.20440251572326,50.69938650306758,SL hit,-50.69999999999999,3.185,2880.658436213992,-155224.27983539095,-1.5522427983539093,2024,8,232.3,57.0,2.21522633744856,100.0,2024-08-09 10:45:00,373.05434193802387,386.5968585500257,-13.542516612001805,False
632,2024-08-13,Tuesday,2024-08-14,1,2,24350,C,50.2,12:15:00,119.5,0.1,2024-08-14,15:15:00,-67.8468899521531,1.3211382113821344,42.72043745727835,EOD exit,50.1,0.503,2874.7433264887063,142578.64476386036,1.4257864476386035,2024,8,53.1,0.05,1.4416837782340863,100.0,2024-08-13 12:15:00,374.48012838566245,386.5968585500257,-12.116730164363219,True
1266,2024-08-14,Wednesday,2024-08-14,0,3,24100,P,30.8,09:15:00,54.0,0.05,2024-08-14,15:15:00,-55.400696864111495,32.690882134914744,76.82851874615824,EOD exit,30.75,0.3085,2904.564315352697,88419.29460580913,0.8841929460580914,2024,8,42.8,0.05,0.8931535269709544,100.0,2024-08-14 09:15:00,375.36432133172053,386.5968585500257,-11.23253721830514,True
1267,2024-08-16,Friday,2024-08-22,6,1,24350,P,177.15,09:45:00,189.5,189.5,2024-08-16,10:15:00,-19.094219390077374,25.476053087132144,28.72975277067384,SL hit,-12.349999999999994,3.6664999999999996,2874.7433264887063,-46043.32648870635,-0.46043326488706354,2024,8,234.1,167.05,0.2903490759753592,100.0,2024-08-16 09:45:00,374.9038880668335,386.5968585500257,-11.692970483192198,False
633,2024-08-16,Friday,2024-08-22,6,1,24400,C,100.35,09:45:00,166.85,166.85,2024-08-16,11:45:00,-40.452111838191556,64.96732026143789,28.72975277067384,SL hit,-66.5,2.672,2868.8524590163934,-198444.26229508195,-1.9844426229508196,2024,8,173.95,79.2,0.606762295081967,100.0,2024-08-16 09:45:00,372.91944544388264,386.5968585500257,-13.677413106143035,False
1268,2024-08-16,Friday,2024-08-22,6,2,24200,P,85.25,11:15:00,155.25,0.05,2024-08-22,15:15:00,-45.19137986490833,23.139079333986288,41.11801242236023,EOD exit,85.2,0.853,2892.561983471074,243978.9256198347,2.439789256198347,2024,8,85.85,0.05,2.464462809917355,100.0,2024-08-16 11:15:00,375.359234700081,386.5968585500257,-11.237623849944669,True
634,2024-08-22,Thursday,2024-08-22,0,2,24850,C,25.7,09:15:00,43.4,0.05,2024-08-22,15:15:00,-44.42082890541977,60.80402010050251,23.11864406779685,EOD exit,25.65,0.2575,2816.9014084507044,71528.1690140845,0.715281690140845,2024,8,27.4,0.05,0.7225352112676056,100.0,2024-08-22 09:15:00,376.07451639022185,386.5968585500257,-10.522342159803827,True
635,2024-08-23,Friday,2024-08-29,6,1,24850,C,114.3,09:15:00,146.3,146.3,2024-08-23,10:45:00,-1.3026487190620928,22.67267267267266,21.404109589040885,SL hit,-32.000000000000014,2.6060000000000003,2816.9014084507044,-97481.69014084512,-0.9748169014084512,2024,8,150.45,107.55,0.19014084507042256,100.0,2024-08-23 09:15:00,375.09969948881337,386.5968585500257,-11.497159061212301,False
1269,2024-08-23,Friday,2024-08-29,6,1,24800,P,97.45,10:15:00,141.5,0.25,2024-08-29,15:15:00,-51.591248135256095,31.73431734317343,42.69108841141251,EOD exit,97.2,0.9770000000000001,2822.5806451612902,271597.17741935485,2.7159717741935485,2024,8,117.55,0.05,2.749193548387097,100.0,2024-08-23 10:15:00,377.81567126300695,386.5968585500257,-8.781187287018724,True
636,2024-08-28,Wednesday,2024-08-29,1,2,25050,C,101.4,11:45:00,134.9,134.9,2024-08-29,12:15:00,-3.2334759866856926,75.47952306894763,31.364392678868967,SL hit,-33.5,2.363,2794.4111776447107,-100215.96806387226,-1.0021596806387227,2024,8,147.55,34.8,1.8610778443113776,100.0,2024-08-28 11:45:00,376.8135115823682,386.5968585500257,-9.783346967657451,False
637,2024-08-29,Thursday,2024-08-29,0,3,25150,C,16.15,13:45:00,66.0,66.0,2024-08-29,14:45:00,-56.4625850340136,52.83276450511945,24.817264183779827,SL hit,-49.85,0.8215000000000001,2783.300198807157,-141033.99602385686,-1.4103399602385687,2024,8,86.6,2.05,0.39244532803180904,100.0,2024-08-29 13:45:00,375.40317162212966,386.5968585500257,-11.19368692789601,False
1270,2024-08-30,Friday,2024-09-05,6,1,25250,P,131.1,09:15:00,155.45,155.45,2024-09-04,09:15:00,-48.662790697674424,38.94640682095005,34.39086294416292,SL hit,-24.349999999999994,2.8654999999999995,2772.2772277227723,-75448.9108910891,-0.7544891089108909,2024,9,192.25,59.4,1.9877227722772273,100.0,2024-08-30 09:15:00,374.6486825132188,386.5968585500257,-11.948176036806899,False
638,2024-09-02,Monday,2024-09-05,3,4,25350,C,70.15,12:15:00,117.95,0.05,2024-09-05,15:15:00,-7.312252964426892,28.863636363636346,39.00334075723822,EOD exit,70.10000000000001,0.7020000000000001,2761.341222879684,191631.55818540434,1.9163155818540434,2024,9,79.4,0.05,1.9357001972386587,100.0,2024-09-02 12:15:00,376.56499809507284,386.5968585500257,-10.031860454952835,True
1271,2024-09-04,Wednesday,2024-09-05,1,2,25100,P,55.55,12:45:00,95.75,0.05,2024-09-05,15:15:00,-2.631578947368421,6.476190476190496,36.71922377198335,EOD exit,55.5,0.5559999999999999,2788.8446215139443,153230.27888446217,1.5323027888446217,2024,9,56.55,0.05,1.5478087649402392,100.0,2024-09-04 12:45:00,378.09730088391746,386.5968585500257,-8.499557666108217,True
639,2024-09-06,Friday,2024-09-12,6,1,25150,C,99.3,09:15:00,165.25,165.25,2024-09-12,14:45:00,-43.58901783187093,5.321100917431224,64.57345971563981,SL hit,-65.95,2.6455,2783.300198807157,-190921.86878727633,-1.9092186878727633,2024,9,274.65,3.25,2.6733598409542743,100.0,2024-09-06 09:15:00,376.1880821960447,386.5968585500257,-10.408776353980954,False
1272,2024-09-10,Tuesday,2024-09-12,2,1,24950,P,133.65,09:45:00,152.1,0.05,2024-09-12,15:15:00,-20.668243642814897,38.55644663787786,45.65217391304348,EOD exit,133.6,1.3370000000000002,2805.61122244489,371078.5571142285,3.7107855711422846,2024,9,140.15,0.05,3.7482965931863723,100.0,2024-09-10 09:45:00,379.898867767187,386.5968585500257,-6.6979907828386445,True
1273,2024-09-13,Friday,2024-09-19,6,1,25300,P,118.55,10:15:00,162.75,0.05,2024-09-19,15:15:00,-60.732113144758735,23.076923076923066,74.10666666666681,EOD exit,118.5,1.186,2766.798418972332,324584.18972332013,3.2458418972332015,2024,9,134.9,0.05,3.278656126482213,100.0,2024-09-13 10:15:00,383.14470966442025,386.5968585500257,-3.4521488856054248,True
640,2024-09-17,Tuesday,2024-09-19,2,2,25400,C,101.0,10:15:00,118.0,118.0,2024-09-17,11:15:00,-22.78963414634146,32.84132841328413,42.36006051437232,SL hit,-17.0,2.19,2755.9055118110236,-52885.82677165355,-0.5288582677165355,2024,9,123.7,93.45,0.2080708661417322,100.0,2024-09-17 10:15:00,382.6158513967037,386.5968585500257,-3.9810071533219684,False
641,2024-09-17,Tuesday,2024-09-19,2,3,25450,C,83.95,12:15:00,95.2,95.2,2024-09-17,13:45:00,-16.243148978574986,89.55555555555557,31.107424305267244,SL hit,-11.25,1.7915,2750.49115913556,-35870.530451866405,-0.35870530451866406,2024,9,98.75,78.65,0.1457760314341846,100.0,2024-09-17 12:15:00,382.25714609218505,386.5968585500257,-4.339712457840619,False
642,2024-09-18,Wednesday,2024-09-19,1,4,25450,C,72.2,12:45:00,121.65,121.65,2024-09-19,09:15:00,-27.47474747474748,18.08088818398096,36.71922377198335,SL hit,-49.45,1.9385000000000003,2750.49115913556,-141343.6149312377,-1.413436149312377,2024,9,181.5,49.9,0.61335952848723,100.0,2024-09-18 12:45:00,380.8437099428727,386.5968585500257,-5.75314860715298,False
643,2024-09-19,Thursday,2024-09-19,0,5,25600,C,18.8,09:45:00,68.0,0.05,2024-09-19,15:15:00,-31.899641577060926,43.72197309417041,78.16391543585264,EOD exit,18.75,0.18850000000000003,2734.375,50754.1015625,0.507541015625,2024,9,21.2,0.05,0.5126953125,100.0,2024-09-19 09:45:00,381.3512509584977,386.5968585500257,-5.245607591527971,True
644,2024-09-20,Friday,2024-09-26,6,1,25500,C,143.95,09:15:00,188.55,188.55,2024-09-20,09:45:00,-11.958511287370344,56.55253837072021,64.57345971563981,SL hit,-44.60000000000002,3.325,2745.098039215686,-131558.82352941183,-1.3155882352941184,2024,9,209.0,139.05,0.134509803921568,100.0,2024-09-20 09:15:00,380.0356627232036,386.5968585500257,-6.561195826822086,False
1274,2024-09-20,Friday,2024-09-26,6,1,25450,P,143.65,09:15:00,165.95,0.05,2024-09-26,15:15:00,-24.954510007798287,36.49068322981364,64.57345971563981,EOD exit,143.6,1.4370000000000003,2750.49115913556,391018.07465618855,3.910180746561885,2024,9,153.6,0.05,3.9497053045186634,100.0,2024-09-20 09:15:00,383.94584346976546,386.5968585500257,-2.6510150802602084,True
645,2024-09-25,Wednesday,2024-09-26,1,2,25950,C,72.15,13:45:00,89.9,89.9,2024-09-25,14:45:00,-37.88927335640138,71.2962962962963,24.817264183779827,SL hit,-17.75,1.6205,2697.495183044316,-52251.830443159924,-0.5225183044315992,2024,9,115.5,61.4,0.28998073217726417,100.0,2024-09-25 13:45:00,383.4233251653339,386.5968585500257,-3.1735333846917797,False
1275,2024-09-27,Friday,2024-10-03,6,1,26200,P,115.85,09:15:00,155.0,155.0,2024-09-30,09:15:00,-63.41002206114088,10.483210483210499,34.39086294416292,SL hit,-39.150000000000006,2.7085000000000004,2671.7557251908397,-111835.68702290078,-1.1183568702290079,2024,9,213.3,91.35,0.6545801526717557,100.0,2024-09-27 09:15:00,382.30496829510486,386.5968585500257,-4.2918902549208156,False
646,2024-09-30,Monday,2024-10-03,3,3,26100,C,96.9,09:15:00,175.55,0.05,2024-10-03,15:15:00,-39.55804544039839,7.697304319584276,45.564892623716084,EOD exit,96.85000000000001,0.9695,2681.992337164751,257150.76628352495,2.5715076628352493,2024,10,96.9,0.05,2.5975095785440616,100.0,2024-09-30 09:15:00,384.8764759579401,386.5968585500257,-1.7203825920855706,True
647,2024-10-04,Friday,2024-10-10,6,1,25150,C,295.6,10:15:00,310.95,310.95,2024-10-04,10:45:00,-65.3752039151713,49.85781990521326,30.729065944691428,SL hit,-15.349999999999966,6.0655,2783.300198807157,-59605.76540755457,-0.5960576540755458,2024,10,354.5,292.25,0.09324055666004039,100.0,2024-10-04 10:15:00,384.28041830386456,386.5968585500257,-2.3164402461611076,False
648,2024-10-04,Friday,2024-10-10,6,2,25350,C,280.3,11:45:00,283.0,283.0,2024-10-04,12:15:00,-52.39697224558453,99.29750614682122,32.062146892655264,SL hit,-2.6999999999999886,5.633,2761.341222879684,-23010.256410256374,-0.23010256410256374,2024,10,290.75,151.0,3.570414201183432,100.0,2024-10-04 11:45:00,384.050315739762,386.5968585500257,-2.546542810263645,False
649,2024-10-04,Friday,2024-10-10,6,3,25500,C,95.6,12:15:00,193.3,0.05,2024-10-10,15:15:00,-78.27231121281464,53.726474278544536,39.46808510638298,EOD exit,95.55,0.9564999999999999,2745.098039215686,259668.43137254898,2.59668431372549,2024,10,107.9,0.05,2.622941176470588,100.0,2024-10-04 12:15:00,386.64700005348755,386.64700005348755,0.0,True
1276,2024-10-08,Tuesday,2024-10-10,2,2,24800,P,58.0,13:45:00,195.5,0.05,2024-10-10,15:15:00,-50.75757575757576,31.523272214386452,42.72043745727835,EOD exit,57.95,0.5805,2822.5806451612902,161930.04032258064,1.6193004032258065,2024,10,105.1,0.05,1.6356854838709678,100.0,2024-10-08 13:45:00,388.26630045671334,388.26630045671334,0.0,True
650,2024-10-11,Friday,2024-10-17,6,1,25000,C,180.45,09:45:00,186.5,186.5,2024-10-14,09:15:00,-46.032454965014146,36.194278110445765,75.89918613809404,SL hit,-6.050000000000011,3.6694999999999998,2800.0,-27214.60000000003,-0.27214600000000033,2024,10,188.0,115.5,1.8185999999999998,100.0,2024-10-11 09:45:00,387.9941544567133,388.26630045671334,-0.27214600000002065,False
651,2024-10-14,Monday,2024-10-17,3,2,25050,C,153.5,09:15:00,156.8,156.8,2024-10-14,09:45:00,-35.88625985886261,87.67660910518052,64.57345971563981,SL hit,-3.3000000000000114,3.103,2794.4111776447107,-17892.614770459113,-0.17892614770459114,2024,10,190.45,153.5,0.0,100.0,2024-10-14 09:15:00,387.8152283090087,388.26630045671334,-0.4510721477046218,False
1277,2024-10-14,Monday,2024-10-17,3,1,25000,P,80.0,09:15:00,154.0,154.0,2024-10-17,09:15:00,-24.553990610328643,9.824394874228744,45.564892623716084,SL hit,-74.0,2.34,2800.0,-213752.0,-2.13752,2024,10,179.9,31.8,1.3496,100.0,2024-10-14 09:15:00,385.6777083090087,388.26630045671334,-2.5885921477046168,False
652,2024-10-14,Monday,2024-10-17,3,3,25100,C,143.2,11:15:00,158.45,158.45,2024-10-14,11:45:00,-7.9742765273311935,91.2280701754386,52.60403688013976,SL hit,-15.25,3.0164999999999997,2788.8446215139443,-50942.430278884465,-0.5094243027888447,2024,10,163.7,141.8,0.039043824701194586,100.0,2024-10-14 11:15:00,385.1682840062199,388.26630045671334,-3.0980164504934464,False
653,2024-10-14,Monday,2024-10-17,3,4,25150,C,101.2,12:45:00,133.7,110.0,2024-10-15,09:15:00,-19.736842105263158,48.789932236205225,44.89693313222737,Gap SL hit,-8.799999999999997,2.112,2783.300198807157,-30371.371769383688,-0.3037137176938369,2024,10,139.0,95.85,0.14890656063618313,100.0,2024-10-14 12:45:00,384.86457028852607,388.26630045671334,-3.401730168187271,False
654,2024-10-15,Tuesday,2024-10-17,2,5,25200,C,51.3,09:45:00,104.0,0.05,2024-10-17,15:15:00,-22.61724659606656,16.87321258341275,45.65217391304348,EOD exit,51.25,0.5135,2777.777777777778,140934.72222222222,1.4093472222222223,2024,10,61.65,0.05,1.4236111111111112,100.0,2024-10-15 09:45:00,386.2739175107483,388.26630045671334,-1.992382945965062,True
655,2024-10-18,Friday,2024-10-24,6,1,24600,C,213.8,09:15:00,279.65,279.65,2024-10-18,10:15:00,-60.97071435088039,20.86236933797909,41.11801242236023,SL hit,-65.84999999999997,4.9345,2845.528455284553,-201419.30894308933,-2.014193089430893,2024,10,283.45,190.7,0.6573170731707323,100.0,2024-10-18 09:15:00,384.2597244213174,388.26630045671334,-4.006576035395938,False
656,2024-10-18,Friday,2024-10-24,6,2,24700,C,203.85,10:15:00,215.0,215.0,2024-10-18,10:45:00,-51.36690647482014,47.61904761904762,56.79190751445086,SL hit,-11.150000000000006,4.1885,2834.008097165992,-43469.43319838058,-0.43469433198380586,2024,10,220.4,179.9,0.6787449392712547,100.0,2024-10-18 10:15:00,383.8250300893336,388.26630045671334,-4.44127036737973,False
657,2024-10-18,Friday,2024-10-24,6,3,24750,C,240.0,12:15:00,250.45,250.45,2024-10-18,13:15:00,-29.493968814357157,86.34897886062345,62.08998548621167,SL hit,-10.449999999999989,4.9045,2828.282828282828,-43426.86868686865,-0.43426868686868647,2024,10,254.95,208.85,0.8810101010101012,100.0,2024-10-18 12:15:00,383.39076140246493,388.26630045671334,-4.8755390542484065,False
