,Index,Strike,Option Type,Expiry,Signal Generated At,Trade Type,Entry Date,Entry Time,Entry Price,Initial SL,Target,Exit Time,Exit Price,Points Captured,Slippages,After Costs,PnL,Remarks,Qty,ROI%,Max Price,Min Price,Trade Year,Trade Month,Variation,Cumulative PnL,Cumulative ROI%,Running Max ROI%,Drawdown
793,MIDCPNIFTY,9125,P,2023-10-09,2023-10-04 14:20:00,SELL,2023-10-04,14:30:00,123.5,182.25,1,2023-10-09 15:20:00,101.8,21.700000000000003,2.253,19.447000000000003,6417.510000000001,Expiry Exit,330.0,0.6417510000000002,218.0,29.0,2023,10,"5, 5, 10m, N Candles High SL",4612007.941249998,461.2007941249994,461.2007941249994,0.0
1411,NIFTY,19600,P,2023-10-05,2023-10-05 10:30:00,SELL,2023-10-05,11:00:00,32.2,64.4,1,2023-10-05 12:00:00,64.4,-32.2,0.966,-33.166000000000004,-2984.9400000000005,Initial SL Hit,90.0,-0.298494,260.85,30.0,2023,10,"20, 4, 30m, 2% SL",4609023.001249998,460.9023001249994,461.2007941249994,-0.29849400000000514
963,FINNIFTY,19650,P,2023-10-10,2023-10-05 13:00:00,SELL,2023-10-05,13:15:00,55.25,179.7,1,2023-10-10 13:45:00,1.0,54.25,0.5625,53.6875,10267.734375,Target Hit,191.25,1.0267734375,179.7,0.85,2023,10,"35, 5, 15m, N Candles High SL",4619290.735624998,461.9290735624994,461.9290735624994,0.0
715,BANKNIFTY,44200,P,2023-10-11,2023-10-06 12:30:00,SELL,2023-10-06,12:45:00,144.0,280.0,2,2023-10-09 09:15:00,280.0,-136.0,4.24,-140.24,-4207.200000000001,Initial SL Hit,30.0,-0.42072000000000004,467.5,104.2,2023,10,"35, 4, 15m, N Candles High SL",4615083.535624998,461.5083535624994,461.9290735624994,-0.4207200000000171
714,BANKNIFTY,44200,C,2023-10-11,2023-10-06 12:30:00,SELL,2023-10-06,12:45:00,314.55,445.0,2,2023-10-11 09:15:00,445.0,-130.45,7.595499999999999,-138.04549999999998,-4141.364999999999,Initial SL Hit,30.0,-0.4141364999999999,456.85,64.35,2023,10,"35, 4, 15m, N Candles High SL",4610942.1706249975,461.0942170624994,461.9290735624994,-0.8348565000000008
1412,NIFTY,19600,C,2023-10-12,2023-10-09 14:30:00,SELL,2023-10-09,15:00:00,49.5,99.0,1,2023-10-10 12:00:00,99.0,-49.5,1.485,-50.985,-4588.65,Initial SL Hit,90.0,-0.458865,131.7,44.65,2023,10,"20, 4, 30m, 2% SL",4606353.520624997,460.6353520624994,461.9290735624994,-1.2937215000000037
794,MIDCPNIFTY,9050,P,2023-10-16,2023-10-10 10:50:00,SELL,2023-10-10,11:00:00,60.15,66.7,1,2023-10-16 09:50:00,1.0,59.15,0.6115,58.5385,19317.704999999998,Target Hit,330.0,1.9317704999999998,100.8,1.0,2023,10,"5, 5, 10m, N Candles High SL",4625671.225624997,462.56712256249943,462.56712256249943,0.0
1413,NIFTY,19600,P,2023-10-12,2023-10-10 11:30:00,SELL,2023-10-10,12:00:00,52.85,105.7,1,2023-10-12 10:30:00,1.0,51.85,0.5385,51.3115,4618.035,Target Hit,90.0,0.4618035,160.5,0.9,2023,10,"20, 4, 30m, 2% SL",4630289.260624997,463.0289260624994,463.0289260624994,0.0
716,BANKNIFTY,44200,P,2023-10-11,2023-10-10 12:30:00,SELL,2023-10-10,12:45:00,98.65,439.75,2,2023-10-11 13:15:00,2.0,96.65,1.0065000000000002,95.6435,2869.305,Target Hit,30.0,0.2869305,467.5,1.7,2023,10,"35, 4, 15m, N Candles High SL",4633158.565624997,463.3158565624994,463.3158565624994,0.0
795,MIDCPNIFTY,9050,C,2023-10-16,2023-10-11 11:20:00,SELL,2023-10-11,11:30:00,162.7,177.05,1,2023-10-16 15:20:00,106.55,56.14999999999999,2.6925,53.45749999999999,17640.974999999995,Expiry Exit,330.0,1.7640974999999997,196.25,68.25,2023,10,"5, 5, 10m, N Candles High SL",4650799.540624997,465.0799540624994,465.0799540624994,0.0
964,FINNIFTY,19950,P,2023-10-17,2023-10-12 13:15:00,SELL,2023-10-12,13:30:00,98.3,157.35,1,2023-10-13 09:15:00,157.35,-59.05,2.5565,-61.6065,-11551.21875,Initial SL Hit,187.5,-1.155121875,178.05,80.4,2023,10,"35, 5, 15m, N Candles High SL",4639248.321874997,463.92483218749936,465.0799540624994,-1.1551218750000203
717,BANKNIFTY,44600,C,2023-10-18,2023-10-13 14:15:00,SELL,2023-10-13,14:30:00,214.15,330.0,2,2023-10-18 13:00:00,2.0,212.15,2.1615,209.9885,5512.198125000001,Target Hit,26.25,0.5512198125000001,370.0,1.85,2023,10,"35, 4, 15m, N Candles High SL",4644760.519999997,464.47605199999936,465.0799540624994,-0.6039020625000262
965,FINNIFTY,19950,P,2023-10-17,2023-10-16 12:45:00,SELL,2023-10-16,13:00:00,125.0,254.4,1,2023-10-17 15:15:00,6.3,118.7,1.3130000000000002,117.387,22010.0625,Expiry Exit,187.5,2.20100625,254.4,3.35,2023,10,"35, 5, 15m, N Candles High SL",4666770.582499997,466.67705824999933,466.67705824999933,0.0
1414,NIFTY,19650,P,2023-10-19,2023-10-17 09:30:00,SELL,2023-10-17,10:00:00,13.95,27.9,1,2023-10-17 14:00:00,27.9,-13.95,0.4184999999999999,-14.3685,-1293.165,Initial SL Hit,90.0,-0.1293165,105.6,12.25,2023,10,"20, 4, 30m, 2% SL",4665477.417499997,466.5477417499993,466.67705824999933,-0.12931650000001582
718,BANKNIFTY,44600,P,2023-10-18,2023-10-17 10:00:00,SELL,2023-10-17,10:15:00,215.35,554.6,2,2023-10-18 10:45:00,554.6,-339.25,7.6995,-346.9495,-9107.424375,Initial SL Hit,26.25,-0.9107424375,616.5,168.55,2023,10,"35, 4, 15m, N Candles High SL",4656369.993124996,465.6369993124993,466.67705824999933,-1.0400589375000209
796,MIDCPNIFTY,9200,C,2023-10-23,2023-10-17 11:20:00,SELL,2023-10-17,11:30:00,68.3,76.15,1,2023-10-20 12:00:00,1.0,67.3,0.693,66.607,21730.53375,Target Hit,326.25,2.173053375,81.5,1.0,2023,10,"5, 5, 10m, N Candles High SL",4678100.526874997,467.8100526874993,467.8100526874993,0.0
797,MIDCPNIFTY,9200,P,2023-10-23,2023-10-17 13:00:00,SELL,2023-10-17,13:10:00,65.8,69.1,1,2023-10-17 13:30:00,69.1,-3.299999999999997,1.3489999999999998,-4.648999999999997,-1516.7362499999992,Initial SL Hit,326.25,-0.15167362499999992,98.7,61.5,2023,10,"5, 5, 10m, N Candles High SL",4676583.790624997,467.6583790624993,467.8100526874993,-0.1516736250000008
1415,NIFTY,19650,P,2023-10-19,2023-10-17 14:30:00,SELL,2023-10-17,15:00:00,17.35,34.7,1,2023-10-18 11:30:00,34.7,-17.35,0.5205000000000001,-17.8705,-1608.345,Initial SL Hit,90.0,-0.1608345,105.6,8.55,2023,10,"20, 4, 30m, 2% SL",4674975.445624997,467.4975445624993,467.8100526874993,-0.3125081250000221
798,MIDCPNIFTY,9200,P,2023-10-23,2023-10-18 09:10:00,SELL,2023-10-18,09:20:00,63.25,73.45,1,2023-10-18 10:40:00,73.45,-10.200000000000005,1.367,-11.567000000000004,-3773.733750000001,Initial SL Hit,326.25,-0.3773733750000001,98.7,57.7,2023,10,"5, 5, 10m, N Candles High SL",4671201.711874997,467.1201711874993,467.8100526874993,-0.6898815000000127
1416,NIFTY,19650,C,2023-10-19,2023-10-18 12:00:00,SELL,2023-10-18,12:30:00,92.05,184.1,1,2023-10-19 15:00:00,1.0,91.05,0.9305,90.1195,8110.755,Target Hit,90.0,0.8110755,218.3,0.05,2023,10,"20, 4, 30m, 2% SL",4679312.466874997,467.9312466874993,467.9312466874993,0.0
799,MIDCPNIFTY,9200,P,2023-10-23,2023-10-19 13:20:00,SELL,2023-10-19,13:30:00,142.15,154.1,1,2023-10-20 09:10:00,140.55,1.5999999999999943,2.8270000000000004,-1.227000000000006,-400.308750000002,Gap Outside ISL,326.25,-0.040030875000000174,202.05,57.7,2023,10,"5, 5, 10m, N Candles High SL",4678912.158124997,467.8912158124993,467.9312466874993,-0.040030875000013566
966,FINNIFTY,19900,P,2023-10-23,2023-10-23 13:15:00,SELL,2023-10-23,13:30:00,304.6,379.9,1,2023-10-23 14:45:00,379.9,-75.29999999999995,6.845,-82.14499999999995,-15402.18749999999,Initial SL Hit,187.5,-1.540218749999999,500.65,93.5,2023,10,"35, 5, 15m, N Candles High SL",4663509.970624997,466.3509970624993,467.9312466874993,-1.5802496250000218
1417,NIFTY,19550,C,2023-10-26,2023-10-23 14:00:00,SELL,2023-10-23,14:30:00,25.6,51.2,1,2023-10-26 12:00:00,1.0,24.6,0.266,24.334000000000003,2190.0600000000004,Target Hit,90.0,0.219006,125.0,0.75,2023,10,"20, 4, 30m, 2% SL",4665700.030624997,466.57000306249927,467.9312466874993,-1.3612436250000428
800,MIDCPNIFTY,8875,C,2023-10-30,2023-10-25 11:10:00,SELL,2023-10-25,11:20:00,63.85,88.85,1,2023-10-30 09:10:00,1.0,62.85,0.6485,62.2015,20993.006250000002,Target Hit,337.5,2.099300625,101.35,0.55,2023,10,"5, 5, 10m, N Candles High SL",4686693.0368749965,468.6693036874993,468.6693036874993,0.0
801,MIDCPNIFTY,8875,P,2023-10-30,2023-10-25 14:30:00,SELL,2023-10-25,14:40:00,111.6,142.55,1,2023-10-26 09:10:00,206.55,-94.95000000000002,3.1815,-98.13150000000002,-33119.381250000006,Gap Outside ISL,337.5,-3.311938125,211.5,68.55,2023,10,"5, 5, 10m, N Candles High SL",4653573.655624997,465.3573655624993,468.6693036874993,-3.3119381249999833
802,MIDCPNIFTY,8875,P,2023-10-30,2023-10-26 13:30:00,SELL,2023-10-26,13:40:00,275.75,278.75,1,2023-10-26 13:40:00,278.75,-3.0,5.545,-8.545,-2883.9375,Initial SL Hit,337.5,-0.28839375,310.65,68.55,2023,10,"5, 5, 10m, N Candles High SL",4650689.718124997,465.0689718124993,468.6693036874993,-3.600331874999995
803,MIDCPNIFTY,8875,P,2023-10-30,2023-10-26 15:00:00,SELL,2023-10-26,15:10:00,241.4,281.9,1,2023-10-30 15:20:00,156.0,85.4,3.974,81.426,27481.275,Expiry Exit,337.5,2.7481275,310.65,68.55,2023,10,"5, 5, 10m, N Candles High SL",4678170.993124997,467.8170993124993,468.6693036874993,-0.8522043749999852
719,BANKNIFTY,42700,P,2023-11-01,2023-10-27 13:00:00,SELL,2023-10-27,13:15:00,256.3,663.45,2,2023-11-01 15:15:00,2.0,254.3,2.583,251.717,7551.51,Target Hit,30.0,0.755151,663.45,0.05,2023,10,"35, 4, 15m, N Candles High SL",4685722.503124997,468.5722503124993,468.6693036874993,-0.09705337499997313
967,FINNIFTY,19450,P,2023-10-31,2023-10-27 14:00:00,SELL,2023-10-27,14:15:00,325.95,578.35,1,2023-10-31 15:15:00,245.7,80.25,5.7165,74.5335,14254.531875,Expiry Exit,191.25,1.4254531875,578.35,80.0,2023,10,"35, 5, 15m, N Candles High SL",4699977.034999997,469.9977034999993,469.9977034999993,0.0
1418,NIFTY,18950,P,2023-11-02,2023-10-30 14:00:00,SELL,2023-10-30,14:30:00,28.05,56.1,1,2023-11-02 11:00:00,1.0,27.05,0.2905,26.7595,2508.703125,Target Hit,93.75,0.2508703125,148.0,0.95,2023,10,"20, 4, 30m, 2% SL",4702485.738124997,470.24857381249933,470.24857381249933,0.0
804,MIDCPNIFTY,8775,C,2023-11-06,2023-10-31 10:40:00,SELL,2023-10-31,10:50:00,62.85,84.9,1,2023-11-02 09:20:00,84.9,-22.050000000000004,1.4775,-23.527500000000003,-8028.759375000002,Initial SL Hit,341.25,-0.8028759375000002,98.7,37.45,2023,10,"5, 5, 10m, N Candles High SL",4694456.978749997,469.4456978749993,470.24857381249933,-0.802875937500005
805,MIDCPNIFTY,8775,P,2023-11-06,2023-10-31 13:20:00,SELL,2023-10-31,13:30:00,93.6,102.4,1,2023-11-06 09:10:00,1.0,92.6,0.946,91.654,31276.9275,Target Hit,341.25,3.1276927499999996,140.45,0.35,2023,10,"5, 5, 10m, N Candles High SL",4725733.906249997,472.5733906249993,472.5733906249993,0.0
720,BANKNIFTY,42700,C,2023-11-01,2023-11-01 09:15:00,SELL,2023-11-01,09:30:00,114.3,695.6,2,2023-11-01 15:00:00,2.0,112.3,1.163,111.137,3334.11,Target Hit,30.0,0.333411,695.6,1.35,2023,11,"35, 4, 15m, N Candles High SL",4729068.016249998,472.90680162499933,472.90680162499933,0.0
806,MIDCPNIFTY,8775,C,2023-11-06,2023-11-02 10:50:00,SELL,2023-11-02,11:00:00,78.5,88.8,1,2023-11-02 11:10:00,88.8,-10.299999999999995,1.673,-11.972999999999995,-4085.786249999999,Initial SL Hit,341.25,-0.4085786249999999,98.7,37.45,2023,11,"5, 5, 10m, N Candles High SL",4724982.229999998,472.4982229999993,472.90680162499933,-0.4085786250000183
968,FINNIFTY,19150,P,2023-11-07,2023-11-02 12:45:00,SELL,2023-11-02,13:00:00,62.3,152.6,1,2023-11-07 09:15:00,1.0,61.3,0.633,60.667,11830.065,Target Hit,195.0,1.1830064999999998,152.6,0.5,2023,11,"35, 5, 15m, N Candles High SL",4736812.294999998,473.6812294999993,473.6812294999993,0.0
721,BANKNIFTY,43000,P,2023-11-08,2023-11-03 13:00:00,SELL,2023-11-03,13:15:00,107.4,399.95,2,2023-11-08 12:00:00,2.0,105.4,1.094,104.306,3129.18,Target Hit,30.0,0.312918,399.95,1.95,2023,11,"35, 4, 15m, N Candles High SL",4739941.474999998,473.9941474999993,473.9941474999993,0.0
807,MIDCPNIFTY,8775,C,2023-11-06,2023-11-03 15:00:00,SELL,2023-11-03,15:10:00,127.35,138.0,1,2023-11-06 09:20:00,176.95,-49.6,3.043,-52.643,-17964.423749999998,Gap Outside ISL,341.25,-1.796442375,178.5,37.45,2023,11,"5, 5, 10m, N Candles High SL",4721977.051249998,472.1977051249993,473.9941474999993,-1.7964423750000265
808,MIDCPNIFTY,8775,C,2023-11-06,2023-11-06 10:50:00,SELL,2023-11-06,11:00:00,170.45,178.65,1,2023-11-06 12:30:00,186.05,-15.600000000000025,3.565,-19.165000000000024,-6540.056250000008,Gap Outside ISL,341.25,-0.6540056250000007,199.8,37.45,2023,11,"5, 5, 10m, N Candles High SL",4715436.994999997,471.54369949999926,473.9941474999993,-2.4504480000000513
1419,NIFTY,19250,P,2023-11-09,2023-11-06 14:00:00,SELL,2023-11-06,14:30:00,22.0,44.0,1,2023-11-09 09:30:00,1.0,21.0,0.23,20.77,1869.3,Target Hit,90.0,0.18692999999999999,103.75,0.95,2023,11,"20, 4, 30m, 2% SL",4717306.294999997,471.7306294999993,473.9941474999993,-2.2635180000000332
809,MIDCPNIFTY,8975,P,2023-11-13,2023-11-07 10:50:00,SELL,2023-11-07,11:00:00,65.1,76.7,1,2023-11-10 15:20:00,1.0,64.1,0.6609999999999999,63.43899999999999,21172.766249999997,Target Hit,333.75,2.1172766249999997,93.1,1.0,2023,11,"5, 5, 10m, N Candles High SL",4738479.0612499975,473.84790612499927,473.9941474999993,-0.14624137500004508
810,MIDCPNIFTY,8975,C,2023-11-13,2023-11-07 12:20:00,SELL,2023-11-07,12:30:00,62.0,73.6,1,2023-11-08 09:10:00,95.35,-33.349999999999994,1.5735,-34.9235,-11655.718125,Gap Outside ISL,333.75,-1.1655718124999999,102.8,47.0,2023,11,"5, 5, 10m, N Candles High SL",4726823.343124998,472.6823343124993,473.9941474999993,-1.3118131875000358
811,MIDCPNIFTY,8975,C,2023-11-13,2023-11-08 14:40:00,SELL,2023-11-08,14:50:00,110.7,115.1,1,2023-11-08 15:00:00,121.85,-11.149999999999991,2.3255000000000003,-13.475499999999991,-4497.448124999997,Gap Outside ISL,333.75,-0.44974481249999976,129.15,47.0,2023,11,"5, 5, 10m, N Candles High SL",4722325.894999998,472.2325894999993,473.9941474999993,-1.7615580000000364
969,FINNIFTY,19550,P,2023-11-13,2023-11-09 13:00:00,SELL,2023-11-09,13:15:00,87.55,151.85,1,2023-11-13 15:15:00,7.85,79.7,0.954,78.74600000000001,15060.172500000002,Expiry Exit,191.25,1.5060172500000002,151.85,2.45,2023,11,"35, 5, 15m, N Candles High SL",4737386.067499998,473.7386067499993,473.9941474999993,-0.25554075000002285
812,MIDCPNIFTY,8975,C,2023-11-13,2023-11-09 14:50:00,SELL,2023-11-09,15:00:00,164.2,176.0,1,2023-11-10 12:00:00,176.0,-11.800000000000011,3.402,-15.202000000000012,-5073.667500000004,Initial SL Hit,333.75,-0.5073667500000004,186.1,47.0,2023,11,"5, 5, 10m, N Candles High SL",4732312.399999998,473.2312399999993,473.9941474999993,-0.7629075000000398
722,BANKNIFTY,43600,P,2023-11-15,2023-11-10 12:30:00,SELL,2023-11-10,12:45:00,133.25,241.2,2,2023-11-15 09:15:00,2.0,131.25,1.3525,129.8975,3896.925,Target Hit,30.0,0.38969250000000005,268.75,2.0,2023,11,"35, 4, 15m, N Candles High SL",4736209.324999997,473.6209324999993,473.9941474999993,-0.37321500000001606
723,BANKNIFTY,43600,C,2023-11-15,2023-11-10 13:45:00,SELL,2023-11-10,14:00:00,284.2,489.75,2,2023-11-15 09:15:00,704.5,-420.3,9.887,-430.187,-12905.61,Gap Outside ISL,30.0,-1.290561,749.75,208.2,2023,11,"35, 4, 15m, N Candles High SL",4723303.714999997,472.3303714999993,473.9941474999993,-1.6637760000000412
813,MIDCPNIFTY,8975,C,2023-11-13,2023-11-10 14:30:00,SELL,2023-11-10,14:40:00,197.8,201.3,1,2023-11-10 14:50:00,201.3,-3.5,3.991,-7.491,-2500.12125,Initial SL Hit,333.75,-0.250012125,216.6,47.0,2023,11,"5, 5, 10m, N Candles High SL",4720803.593749997,472.08035937499926,473.9941474999993,-1.9137881250000532
814,MIDCPNIFTY,8975,C,2023-11-13,2023-11-13 10:00:00,SELL,2023-11-13,10:10:00,247.5,250.0,1,2023-11-13 10:10:00,250.0,-2.5,4.9750000000000005,-7.475,-2494.78125,Initial SL Hit,333.75,-0.249478125,288.25,47.0,2023,11,"5, 5, 10m, N Candles High SL",4718308.812499997,471.83088124999927,473.9941474999993,-2.1632662500000492
1420,NIFTY,19350,P,2023-11-16,2023-11-13 13:00:00,SELL,2023-11-13,13:30:00,25.15,50.3,1,2023-11-16 09:00:00,1.0,24.15,0.2615,23.8885,2149.9649999999997,Target Hit,90.0,0.21499649999999998,93.55,0.5,2023,11,"20, 4, 30m, 2% SL",4720458.777499997,472.04587774999925,473.9941474999993,-1.9482697500000654
815,MIDCPNIFTY,9325,P,2023-11-20,2023-11-15 10:40:00,SELL,2023-11-15,10:50:00,53.1,69.3,1,2023-11-20 09:10:00,1.0,52.1,0.541,51.559000000000005,16627.7775,Target Hit,322.5,1.66277775,82.85,0.65,2023,11,"5, 5, 10m, N Candles High SL",4737086.554999997,473.7086554999992,473.9941474999993,-0.28549200000009023
816,MIDCPNIFTY,9325,C,2023-11-20,2023-11-15 15:20:00,SELL,2023-11-16,09:10:00,69.9,72.8,1,2023-11-16 09:10:00,72.8,-2.8999999999999915,1.4269999999999998,-4.326999999999991,-1395.457499999997,Initial SL Hit,322.5,-0.1395457499999997,72.8,48.95,2023,11,"5, 5, 10m, N Candles High SL",4735691.097499997,473.5691097499992,473.9941474999993,-0.425037750000115
970,FINNIFTY,19750,P,2023-11-21,2023-11-16 13:15:00,SELL,2023-11-16,13:30:00,69.55,141.25,1,2023-11-17 09:15:00,176.6,-107.05,2.4615,-109.5115,-20944.074375,Gap Outside ISL,191.25,-2.0944074375,251.9,46.05,2023,11,"35, 5, 15m, N Candles High SL",4714747.0231249975,471.4747023124992,473.9941474999993,-2.519445187500139
817,MIDCPNIFTY,9325,C,2023-11-20,2023-11-17 11:50:00,SELL,2023-11-17,12:00:00,140.0,152.1,1,2023-11-17 12:30:00,152.1,-12.099999999999994,2.9210000000000003,-15.020999999999994,-4844.272499999999,Initial SL Hit,322.5,-0.4844272499999998,173.45,48.95,2023,11,"5, 5, 10m, N Candles High SL",4709902.750624998,470.99027506249917,473.9941474999993,-3.0038724375001493
724,BANKNIFTY,44300,C,2023-11-22,2023-11-17 12:30:00,SELL,2023-11-17,12:45:00,75.1,386.0,2,2023-11-22 11:00:00,2.0,73.1,0.7709999999999999,72.329,2169.87,Target Hit,30.0,0.21698699999999999,386.0,2.0,2023,11,"35, 4, 15m, N Candles High SL",4712072.620624998,471.2072620624992,473.9941474999993,-2.786885437500132
725,BANKNIFTY,44300,P,2023-11-22,2023-11-21 10:00:00,SELL,2023-11-21,10:15:00,588.1,873.15,2,2023-11-22 11:45:00,873.15,-285.04999999999995,14.6125,-299.6625,-8989.874999999998,Initial SL Hit,30.0,-0.8989874999999999,973.95,182.1,2023,11,"35, 4, 15m, N Candles High SL",4703082.745624998,470.3082745624992,473.9941474999993,-3.6858729375001076
971,FINNIFTY,19750,P,2023-11-21,2023-11-21 10:15:00,SELL,2023-11-21,10:30:00,131.9,270.4,1,2023-11-21 15:15:00,137.45,-5.549999999999983,2.6935,-8.243499999999983,-1576.5693749999969,Expiry Exit,191.25,-0.15765693749999968,270.4,46.05,2023,11,"35, 5, 15m, N Candles High SL",4701506.176249998,470.1506176249992,473.9941474999993,-3.8435298750001152
1421,NIFTY,19650,P,2023-11-23,2023-11-21 10:30:00,SELL,2023-11-21,11:00:00,16.85,33.7,1,2023-11-22 12:00:00,33.7,-16.85,0.5055000000000001,-17.355500000000003,-1561.9950000000003,Initial SL Hit,90.0,-0.15619950000000002,73.15,7.75,2023,11,"20, 4, 30m, 2% SL",4699944.181249998,469.9944181249992,473.9941474999993,-3.999729375000129
1422,NIFTY,19650,P,2023-11-23,2023-11-22 12:30:00,SELL,2023-11-22,13:00:00,18.5,37.0,1,2023-11-23 12:00:00,1.0,17.5,0.195,17.305,1557.45,Target Hit,90.0,0.15574500000000002,73.15,0.85,2023,11,"20, 4, 30m, 2% SL",4701501.631249998,470.1501631249992,473.9941474999993,-3.8439843750001046
972,FINNIFTY,19600,P,2023-11-28,2023-11-23 12:45:00,SELL,2023-11-23,13:00:00,59.2,176.3,1,2023-11-28 14:15:00,1.0,58.2,0.6020000000000001,57.598000000000006,11015.6175,Target Hit,191.25,1.10156175,176.3,0.6,2023,11,"35, 5, 15m, N Candles High SL",4712517.2487499975,471.2517248749992,473.9941474999993,-2.742422625000131
818,MIDCPNIFTY,9525,P,2023-12-04,2023-11-28 11:00:00,SELL,2023-11-28,11:10:00,64.45,72.05,1,2023-12-04 09:10:00,1.0,63.45,0.6545000000000001,62.7955,19780.5825,Target Hit,315.0,1.97805825,80.0,0.15,2023,11,"5, 5, 10m, N Candles High SL",4732297.831249997,473.2297831249992,473.9941474999993,-0.7643643750001274
1423,NIFTY,19800,P,2023-11-30,2023-11-28 14:00:00,SELL,2023-11-28,14:30:00,22.3,44.6,1,2023-11-30 11:00:00,1.0,21.3,0.233,21.067,1896.03,Target Hit,90.0,0.189603,85.3,0.8,2023,11,"20, 4, 30m, 2% SL",4734193.861249997,473.41938612499916,473.9941474999993,-0.5747613750001506
819,MIDCPNIFTY,9525,C,2023-12-04,2023-11-29 14:10:00,SELL,2023-11-29,14:20:00,131.25,140.95,1,2023-11-29 14:50:00,140.95,-9.699999999999989,2.722,-12.421999999999988,-3912.929999999996,Initial SL Hit,315.0,-0.3912929999999996,145.95,49.45,2023,11,"5, 5, 10m, N Candles High SL",4730280.931249998,473.02809312499915,473.9941474999993,-0.9660543750001693
973,FINNIFTY,19800,P,2023-12-05,2023-11-30 12:45:00,SELL,2023-11-30,13:00:00,56.9,108.25,1,2023-12-04 09:15:00,1.0,55.9,0.579,55.321,10580.14125,Target Hit,191.25,1.058014125,125.3,0.15,2023,11,"35, 5, 15m, N Candles High SL",4740861.072499998,474.08610724999915,474.08610724999915,0.0
820,MIDCPNIFTY,9525,C,2023-12-04,2023-11-30 12:50:00,SELL,2023-11-30,13:00:00,158.0,158.3,1,2023-11-30 13:40:00,158.3,-0.3000000000000113,3.1630000000000003,-3.463000000000012,-1090.8450000000037,Initial SL Hit,315.0,-0.10908450000000038,172.55,49.45,2023,11,"5, 5, 10m, N Candles High SL",4739770.227499998,473.97702274999915,474.08610724999915,-0.10908449999999448
726,BANKNIFTY,44700,P,2023-12-06,2023-12-04 12:45:00,SELL,2023-12-04,13:00:00,16.7,518.7,2,2023-12-06 09:15:00,2.0,14.7,0.187,14.513,380.96625,Target Hit,26.25,0.038096625,518.7,1.95,2023,12,"35, 4, 15m, N Candles High SL",4740151.193749998,474.01511937499913,474.08610724999915,-0.07098787500001436
821,MIDCPNIFTY,9925,C,2023-12-11,2023-12-05 11:10:00,SELL,2023-12-05,11:20:00,68.5,100.7,1,2023-12-06 09:10:00,100.7,-32.2,1.692,-33.892,-10294.695000000002,Initial SL Hit,303.75,-1.0294695,117.8,45.95,2023,12,"5, 5, 10m, N Candles High SL",4729856.4987499975,472.9856498749991,474.08610724999915,-1.100457375000019
822,MIDCPNIFTY,9925,P,2023-12-11,2023-12-05 13:00:00,SELL,2023-12-05,13:10:00,100.7,149.5,1,2023-12-11 09:50:00,1.0,99.7,1.017,98.683,29974.96125,Target Hit,303.75,2.997496125,183.95,0.8,2023,12,"5, 5, 10m, N Candles High SL",4759831.459999997,475.9831459999991,475.9831459999991,0.0
1424,NIFTY,20200,P,2023-12-07,2023-12-05 14:00:00,SELL,2023-12-05,14:30:00,5.35,10.7,1,2023-12-07 09:00:00,1.0,4.35,0.0635,4.286499999999999,369.7106249999999,Target Hit,86.25,0.03697106249999998,30.8,0.45,2023,12,"20, 4, 30m, 2% SL",4760201.1706249975,476.02011706249914,476.02011706249914,0.0
823,MIDCPNIFTY,9925,C,2023-12-11,2023-12-06 12:10:00,SELL,2023-12-06,12:20:00,91.4,101.9,1,2023-12-07 12:50:00,101.9,-10.5,1.933,-12.433,-3776.52375,Initial SL Hit,303.75,-0.377652375,117.8,38.4,2023,12,"5, 5, 10m, N Candles High SL",4756424.646874998,475.6424646874991,476.02011706249914,-0.37765237500002513
727,BANKNIFTY,44700,C,2023-12-06,2023-12-06 13:00:00,SELL,2023-12-06,13:15:00,2117.8,2535.8999,2,2023-12-06 15:15:00,2138.3501,-20.55009999999993,42.56150100000001,-63.111600999999936,-1656.6795262499984,Expiry Exit,26.25,-0.16566795262499984,2700.0,185.35,2023,12,"35, 4, 15m, N Candles High SL",4754767.967348748,475.47679673487414,476.02011706249914,-0.5433203276249969
974,FINNIFTY,21150,P,2023-12-12,2023-12-07 13:15:00,SELL,2023-12-07,13:30:00,158.05,263.5,1,2023-12-12 15:00:00,1.0,157.05,1.5905000000000002,155.45950000000002,27399.736875,Target Hit,176.25,2.7399736875000005,263.5,0.05,2023,12,"35, 5, 15m, N Candles High SL",4782167.704223748,478.21677042237417,478.21677042237417,0.0
824,MIDCPNIFTY,9925,C,2023-12-11,2023-12-08 10:40:00,SELL,2023-12-08,10:50:00,93.4,113.2,1,2023-12-11 15:20:00,91.05,2.3500000000000085,1.8445,0.5055000000000085,153.5456250000026,Expiry Exit,303.75,0.01535456250000025,117.8,24.55,2023,12,"5, 5, 10m, N Candles High SL",4782321.249848749,478.2321249848742,478.2321249848742,0.0
728,BANKNIFTY,46700,P,2023-12-13,2023-12-08 13:15:00,SELL,2023-12-08,13:30:00,160.1,320.0,2,2023-12-13 13:30:00,2.0,158.1,1.621,156.47899999999998,4107.57375,Target Hit,26.25,0.4107573749999999,479.8,1.65,2023,12,"35, 4, 15m, N Candles High SL",4786428.823598749,478.6428823598742,478.6428823598742,0.0
