Week,Week High,Week Low,Weekly Range,Current Week Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Trade Year,Hedge Strike,Hedge Contract,Hedge Entry Price,Hedge Exit Price,Hedge Points,Hedge PnL,Total PnL,Total ROI%,Index,Trade Month,Portfolio,Allocaion,ROI% PF
2023-12-22,21801.45,21232.45,569.0,21737.65,40%,21965.25,21510.050000000003,low,21950,2024-01-04,1,NIFTY2410421950CE,CE,2024-01-03 15:08:00,1.5,2024-01-04 15:30:00,0.05,Expiry Closing,1.45,0.0155,1.4345,10148.063781321183,14714.692482915718,14557.397494305238,0.0594533029612756,0.0588177676537585,2024,22550,NIFTY2410422550CE,0.8,0.05,-0.75,-7611.047835990888,6946.34965831435,0.0771816628701594,NIFTY,1,18000000,1000000,0.03859083143507972
2023-12-31,72561.91,71303.97,1257.9400000000023,72113.25,40%,72616.426,71610.074,low,72600,2024-01-12,4,SENSEX2411272600CE,CE,2024-01-08 11:53:00,95.05,2024-01-12 13:33:00,43.0,SL Hit,52.05,1.3805,50.6695,3409.090909090909,177443.1818181818,172736.93181818182,0.7169421487603306,0.697926997245179,2024,74600,SENSEX2411274600CE,10.1,1.45,-8.65,-29488.636363636364,143248.29545454547,1.5916477272727274,SENSEX,1,18000000,1000000,0.7958238636363637
2023-12-29,21834.35,21500.35,334.0,21705.75,40%,21839.35,21572.15,low,21850,2024-01-11,3,NIFTY2411121850CE,CE,2024-01-08 11:54:00,21.35,2024-01-11 15:30:00,0.05,Expiry Closing,21.3,0.214,21.086,10194.508009153318,217143.0205949657,214961.3958810069,0.8773455377574372,0.8685308924485126,2024,22450,NIFTY2411122450CE,1.6,0.05,-1.55,-15801.487414187644,199159.90846681927,2.2128878718535474,NIFTY,1,18000000,1000000,1.1064439359267737
2023-12-31,72561.91,71303.97,1257.9400000000023,72113.25,40%,72616.426,71610.074,high,71600,2024-01-12,0,SENSEX2411271600PE,PE,2024-01-12 13:45:00,6.45,2024-01-12 15:30:00,0.15,Expiry Closing,6.3,0.066,6.234,3456.7039106145253,21777.234636871508,21549.092178770952,0.0879888268156424,0.0870670391061452,2024,69600,SENSEX2411269600PE,3.1,0.05,-3.0500000000000003,-10542.946927374303,11006.145251396649,0.122290502793296,SENSEX,1,18000000,1000000,0.061145251396648045
2024-01-05,21763.95,21448.65,315.2999999999993,21773.55,40%,21899.67,21647.43,high,21650,2024-01-18,6,NIFTY2411821650PE,PE,2024-01-12 14:28:00,50.35,2024-01-18 09:15:00,210.8,SL Hit,-160.45000000000002,2.6115000000000004,-163.06150000000002,10288.683602771362,-1650819.2840646652,-1677688.181293303,-6.669976905311779,-6.778538106235567,2024,21050,NIFTY2411821050PE,8.25,1.95,-6.3,-64818.70669745957,-1742506.8879907622,-19.361187644341804,NIFTY,1,18000000,1000000,-9.680593822170902
2024-01-07,72720.96,71110.98,1609.9800000000105,73049.87,40%,73693.862,72405.878,low,73700,2024-01-19,2,SENSEX2411973700CE,CE,2024-01-17 09:15:00,20.1,2024-01-19 15:30:00,0.05,Expiry Closing,20.05,0.2015,19.8485,3358.2089552238804,67332.0895522388,66655.4104477612,0.2720488466757123,0.269314789687924,2024,75700,SENSEX2411975700CE,0.9,0.15,-0.75,-2518.6567164179105,64136.75373134328,0.7126305970149254,SENSEX,1,18000000,1000000,0.3563152985074627
2024-01-05,21763.95,21448.65,315.2999999999993,21773.55,40%,21899.67,21647.43,low,21900,2024-01-18,1,NIFTY2411821900CE,CE,2024-01-17 09:15:00,86.4,2024-01-17 09:16:00,86.8,SL Hit,-0.3999999999999915,1.732,-2.131999999999992,10171.232876712327,-4068.4931506848447,-21685.0684931506,-0.0164383561643832,-0.087616438356164,2024,22500,NIFTY2411822500CE,2.15,2.2,0.0500000000000002,508.5616438356192,-21176.50684931498,-0.2352945205479442,NIFTY,1,18000000,1000000,-0.11764726027397211
2024-01-14,73427.59,70665.5,2762.0899999999965,71868.2,40%,72973.036,70763.364,low,73000,2024-01-26,3,SENSEX24JAN73000CE,CE,2024-01-23 12:59:00,,2024-01-26 15:30:00,,Expiry Closing,,,,3390.410958904109,,,,,2024,75000,SENSEX24JAN75000CE,0.0,0.0,0.0,0.0,,,SENSEX,1,18000000,1000000,
2024-01-12,22124.15,21285.55,838.6000000000022,21615.2,40%,21950.640000000003,21279.76,low,21950,2024-01-25,2,NIFTY24JAN21950CE,CE,2024-01-23 14:22:00,6.75,2024-01-25 15:30:00,0.05,Expiry Closing,6.7,0.068,6.632000000000001,10148.063781321183,67992.02733485194,67301.9589977221,0.2747152619589977,0.2719271070615034,2024,22550,NIFTY24JAN22550CE,2.95,0.05,-2.9000000000000004,-29429.38496583144,37872.57403189066,0.4208063781321184,NIFTY,1,18000000,1000000,0.2104031890660592
2024-01-19,21750.25,21185.25,565.0,21433.1,40%,21659.1,21207.1,high,21200,2024-02-01,3,NIFTY2420121200PE,PE,2024-01-29 11:54:00,43.2,2024-02-01 15:30:00,0.1,Expiry Closing,43.1,0.433,42.667,10507.075471698112,452854.9528301886,448305.3891509434,1.8297169811320757,1.8113349056603767,2024,20600,NIFTY2420120600PE,9.0,0.05,-8.95,-94038.32547169807,354267.0636792453,3.9363007075471694,NIFTY,1,18000000,1000000,1.9681503537735847
2024-01-21,72039.2,70104.26,1934.9400000000023,70968.1,40%,71742.076,70194.12400000001,high,70200,2024-02-02,4,SENSEX2420270200PE,PE,2024-01-29 12:39:00,217.2,2024-02-02 15:30:00,0.15,Expiry Closing,217.05,2.1735,214.8765,3525.6410256410254,765240.3846153845,757577.4038461538,3.091880341880342,3.0609188034188035,2024,68300,SENSEX2420268300PE,52.4,0.05,-52.35,-184567.3076923077,573010.096153846,6.366778846153845,SENSEX,1,18000000,1000000,3.1833894230769224
2024-01-26,21832.95,21429.6,403.3500000000022,21812.75,40%,21974.09,21651.41,high,21650,2024-02-08,6,NIFTY2420821650PE,PE,2024-02-02 11:13:00,41.75,2024-02-08 15:30:00,0.05,Expiry Closing,41.7,0.418,41.282,10288.683602771362,429038.1062355658,424737.4364896074,1.7334872979214782,1.7161108545034642,2024,21050,NIFTY2420821050PE,7.05,0.05,-7.0,-72020.78521939953,352716.65127020783,3.919073903002309,NIFTY,2,18000000,1000000,1.9595369515011547
2024-01-28,73089.4,70846.04,2243.3600000000006,72270.12,40%,73167.46399999999,71372.776,low,73200,2024-02-09,1,SENSEX2420973200CE,CE,2024-02-08 14:31:00,7.75,2024-02-09 15:30:00,0.1,Expiry Closing,7.65,0.0785,7.5715,3381.147540983606,25865.778688524588,25600.358606557376,0.1045081967213114,0.1034357923497267,2024,75200,SENSEX2420975200CE,1.8,0.05,-1.75,-5917.008196721311,19683.350409836065,0.2187038934426229,SENSEX,2,18000000,1000000,0.10935194672131146
2024-02-04,72559.21,71200.31,1358.9000000000087,71722.31,40%,72265.87,71178.75,low,72300,2024-02-16,4,SENSEX2421672300CE,CE,2024-02-12 10:27:00,206.8,2024-02-16 15:30:00,115.7,Expiry Closing,91.1,3.225,87.87500000000001,3423.2365145228214,311856.84647302906,300816.908713693,1.260027662517289,1.2154218533886587,2024,74300,SENSEX2421674300CE,10.25,0.05,-10.2,-34917.01244813277,265899.8962655602,2.9544432918395573,SENSEX,2,18000000,1000000,1.4772216459197787
2024-02-02,22126.8,21665.3,461.5,21727.0,40%,21911.6,21542.4,low,21900,2024-02-15,1,NIFTY2421521900CE,CE,2024-02-14 09:27:00,9.65,2024-02-15 15:30:00,11.7,Expiry Closing,-2.049999999999999,0.2135,-2.2634999999999987,10171.232876712327,-20851.027397260263,-23022.585616438344,-0.0842465753424657,-0.0930205479452054,2024,22500,NIFTY2421522500CE,1.3,0.05,-1.25,-12714.04109589041,-35736.626712328754,-0.3970736301369861,NIFTY,2,18000000,1000000,-0.19853681506849308
2024-02-02,22126.8,21665.3,461.5,21727.0,40%,21911.6,21542.4,high,21550,2024-02-15,0,NIFTY2421521550PE,PE,2024-02-15 09:15:00,4.45,2024-02-15 15:30:00,0.05,Expiry Closing,4.4,0.045,4.355,10336.426914153131,45480.27842227379,45015.1392111369,0.1837587006960557,0.1818793503480278,2024,20950,NIFTY2421520950PE,0.5,0.05,-0.45,-4651.39211136891,40363.74709976799,0.448486078886311,NIFTY,2,18000000,1000000,0.22424303944315552
2024-02-04,72559.21,71200.31,1358.9000000000087,71722.31,40%,72265.87,71178.75,high,71200,2024-02-16,0,SENSEX2421671200PE,PE,2024-02-16 09:15:00,21.0,2024-02-16 15:30:00,0.05,Expiry Closing,20.95,0.2105,20.7395,3476.123595505618,72824.78932584269,72093.06530898876,0.2942415730337078,0.2912851123595505,2024,69200,SENSEX2421669200PE,0.8,0.05,-0.75,-2607.0926966292136,69485.97261235955,0.7720663623595505,SENSEX,2,18000000,1000000,0.38603318117977525
2024-02-09,21953.85,21530.2,423.6499999999978,22020.3,40%,22189.76,21850.84,high,21850,2024-02-22,2,NIFTY2422221850PE,PE,2024-02-20 15:06:00,23.7,2024-02-22 15:30:00,0.05,Expiry Closing,23.65,0.2375,23.4125,10194.508009153318,241100.114416476,238678.91876430204,0.974141876430206,0.9643592677345536,2024,21250,NIFTY2422221250PE,2.6,0.05,-2.5500000000000003,-25995.995423340963,212682.92334096108,2.3631435926773454,NIFTY,2,18000000,1000000,1.1815717963386727
2024-02-11,72545.33,70809.84,1735.4900000000052,72627.6,40%,73321.796,71933.40400000001,high,71900,2024-02-23,0,SENSEX24FEB71900PE,PE,2024-02-23 09:15:00,7.8,2024-02-23 15:30:00,0.1,Expiry Closing,7.7,0.079,7.621,3442.280945757997,26505.563282336578,26233.623087621698,0.1070931849791377,0.1059944367176634,2024,69900,SENSEX24FEB69900PE,0.6,0.05,-0.5499999999999999,-1893.254520166898,24340.3685674548,0.2704485396383866,SENSEX,2,18000000,1000000,0.13522426981919333
2024-02-16,22252.5,21875.25,377.25,22290.0,40%,22440.9,22139.1,low,22450,2024-02-29,3,NIFTY24FEB22450CE,CE,2024-02-26 09:52:00,38.9,2024-02-29 15:30:00,0.05,Expiry Closing,38.85,0.3894999999999999,38.4605,9922.048997772828,385471.6035634744,381606.9654788419,1.5574610244988865,1.541846325167038,2024,23050,NIFTY24FEB23050CE,2.6,0.05,-2.5500000000000003,-25301.224944320715,356305.7405345212,3.958952672605791,NIFTY,2,18000000,1000000,1.9794763363028955
2024-02-18,73413.93,72081.36,1332.5699999999924,73044.81,40%,73577.83799999999,72511.782,low,73600,2024-03-01,2,SENSEX2430173600CE,CE,2024-02-28 11:46:00,113.75,2024-03-01 11:37:00,210.0,SL Hit,-96.25,3.2375000000000003,-99.4875,3362.771739130435,-323666.7798913044,-334553.75339673914,-1.3077445652173914,-1.3517323369565215,2024,75600,SENSEX2430175600CE,6.6,0.55,-6.05,-20344.76902173913,-354898.5224184783,-3.9433169157608696,SENSEX,2,18000000,1000000,-1.9716584578804348
2024-02-23,22297.5,21860.65,436.84999999999854,22048.3,40%,22223.04,21873.56,high,21850,2024-03-07,6,NIFTY2430721850PE,PE,2024-03-01 11:20:00,45.65,2024-03-07 15:30:00,0.05,Expiry Closing,45.6,0.4569999999999999,45.143,10194.508009153318,464869.5652173913,460210.6750572082,1.8782608695652172,1.8594370709382149,2024,21250,NIFTY2430721250PE,7.05,0.05,-7.0,-71361.55606407323,388849.118993135,4.3205457665903895,NIFTY,3,18000000,1000000,2.1602728832951947
2024-02-18,73413.93,72081.36,1332.5699999999924,73044.81,40%,73577.83799999999,72511.782,high,72500,2024-03-01,0,SENSEX2430172500PE,PE,2024-03-01 12:28:00,9.45,2024-03-01 15:30:00,0.15,Expiry Closing,9.3,0.096,9.204,3413.7931034482763,31748.275862068967,31420.55172413793,0.1282758620689655,0.126951724137931,2024,70500,SENSEX2430170500PE,1.2,0.05,-1.15,-3925.862068965517,27494.689655172413,0.3054965517241379,SENSEX,3,18000000,1000000,0.15274827586206896
2024-03-03,74245.17,73321.48,923.6900000000024,74175.93,40%,74545.40599999999,73806.454,low,74500,2024-03-15,4,SENSEX2431574500CE,CE,2024-03-11 10:50:00,246.35,2024-03-15 15:30:00,0.1,Expiry Closing,246.25,2.4645,243.7855,3322.1476510067114,818078.8590604027,809891.4261744966,3.3053691275167782,3.2722885906040267,2024,76500,SENSEX2431576500CE,12.0,0.05,-11.95,-39699.6644295302,770191.7617449665,8.557686241610739,SENSEX,3,18000000,1000000,4.278843120805369
2024-03-01,22525.65,22047.75,477.9000000000015,22517.5,40%,22708.66,22326.34,low,22700,2024-03-14,3,NIFTY2431422700CE,CE,2024-03-11 15:10:00,15.4,2024-03-14 15:30:00,0.05,Expiry Closing,15.35,0.1545,15.1955,9812.775330396476,150626.1013215859,149110.02753303965,0.608590308370044,0.6024647577092511,2024,23300,NIFTY2431423300CE,1.4,0.05,-1.35,-13247.24669603524,135862.78083700442,1.5095864537444936,NIFTY,3,18000000,1000000,0.7547932268722468
2024-03-08,22526.6,21905.65,620.9499999999971,22064.85,40%,22313.23,21816.47,low,22300,2024-03-21,2,NIFTY2432122300CE,CE,2024-03-19 11:44:00,10.05,2024-03-21 15:30:00,0.05,Expiry Closing,10.0,0.101,9.899,9988.78923766816,99887.89237668162,98879.02466367712,0.4035874439461883,0.3995112107623318,2024,22900,NIFTY2432122900CE,1.45,0.05,-1.4,-13984.304932735426,84894.7197309417,0.94327466367713,NIFTY,3,18000000,1000000,0.47163733183856493
2024-03-10,74187.35,72484.82,1702.5299999999988,72587.3,40%,73268.312,71906.288,low,73300,2024-03-22,2,SENSEX2432273300CE,CE,2024-03-20 10:11:00,51.35,2024-03-22 15:30:00,0.15,Expiry Closing,51.2,0.515,50.685,3376.5347885402457,172878.58117326058,171139.66575716235,0.69849931787176,0.6914733969986359,2024,75300,SENSEX2432275300CE,4.4,0.05,-4.3500000000000005,-14687.92633015007,156451.73942701227,1.7383526603001365,SENSEX,3,18000000,1000000,0.8691763301500682
2024-03-15,22123.7,21710.2,413.5,21932.2,40%,22097.6,21766.8,high,21750,2024-03-28,6,NIFTY24MAR21750PE,PE,2024-03-22 11:40:00,27.55,2024-03-28 15:30:00,0.05,Expiry Closing,27.5,0.276,27.224,10241.379310344828,281637.9310344828,278811.3103448276,1.137931034482759,1.1265103448275862,2024,21150,NIFTY24MAR21150PE,4.2,0.05,-4.15,-42501.72413793104,236309.58620689652,2.625662068965517,NIFTY,3,18000000,1000000,1.3128310344827585
2024-03-17,73115.62,71674.42,1441.199999999997,72396.97,40%,72973.45,71820.49,high,71800,2024-03-29,2,SENSEX24MAR71800PE,PE,2024-03-27 10:05:00,,2024-03-29 15:30:00,,Expiry Closing,,,,3447.075208913649,,,,,2024,69800,SENSEX24MAR69800PE,0.0,0.0,0.0,0.0,,,SENSEX,3,18000000,1000000,
2024-03-29,22619.0,22303.8,315.2000000000007,22486.4,40%,22612.480000000003,22360.32,high,22350,2024-04-11,3,NIFTY2441122350PE,PE,2024-04-08 09:36:00,,2024-04-11 15:30:00,,Expiry Closing,,,,9966.442953020134,,,,,2024,21750,NIFTY2441121750PE,0.0,0.0,0.0,0.0,,,NIFTY,4,18000000,1000000,
2024-03-31,74501.73,73485.12,1016.6100000000006,74555.44,40%,74962.084,74148.796,high,74100,2024-04-12,3,SENSEX2441274100PE,PE,2024-04-09 09:15:00,146.05,2024-04-12 15:30:00,0.2,Expiry Closing,145.85000000000002,1.4625,144.38750000000002,3340.080971659919,487150.8097165993,482265.94129554665,1.9682860998650475,1.9485492577597847,2024,72100,SENSEX2441272100PE,13.6,0.05,-13.55,-45258.0971659919,437007.8441295548,4.855642712550608,SENSEX,4,18000000,1000000,2.427821356275304
2024-04-05,22775.7,22427.6,348.1000000000022,22677.4,40%,22816.640000000003,22538.16,low,22800,2024-04-18,6,NIFTY2441822800CE,CE,2024-04-12 14:22:00,37.1,2024-04-18 15:30:00,0.05,Expiry Closing,37.05,0.3715,36.67850000000001,9769.736842105263,361968.75000000006,358339.292763158,1.4625,1.4478355263157896,2024,23450,NIFTY2441823450CE,2.05,0.05,-2.0,-19539.473684210523,338799.8190789475,3.764442434210528,NIFTY,4,18000000,1000000,1.8822212171052637
2024-04-07,75124.28,74189.31,934.9700000000012,73315.16,40%,73689.148,72941.172,high,72900,2024-04-19,4,SENSEX2441972900PE,PE,2024-04-15 09:15:00,173.7,2024-04-15 09:16:00,291.7,SL Hit,-118.0,4.654,-122.654,3395.061728395062,-400617.2839506173,-416417.9012345679,-1.6186556927297668,-1.6824965706447188,2024,70900,SENSEX2441970900PE,0.0,0.0,0.0,0.0,-416417.9012345679,-4.626865569272977,SENSEX,4,18000000,1000000,-2.3134327846364884
2024-04-07,75124.28,74189.31,934.9700000000012,73315.16,40%,73689.148,72941.172,low,73700,2024-04-19,3,SENSEX2441973700CE,CE,2024-04-16 09:15:00,123.7,2024-04-19 15:30:00,0.1,Expiry Closing,123.6,1.238,122.362,3358.2089552238804,415074.62686567166,410917.1641791045,1.6770691994572593,1.660271370420624,2024,75700,SENSEX2441975700CE,14.0,0.05,-13.95,-46847.01492537313,364070.14925373136,4.045223880597015,SENSEX,4,18000000,1000000,2.0226119402985074
2024-04-12,22726.45,21961.7,764.75,21861.5,40%,22167.4,21555.6,high,21550,2024-04-25,6,NIFTY24APR21550PE,PE,2024-04-19 14:08:00,35.25,2024-04-25 15:30:00,0.05,Expiry Closing,35.2,0.353,34.847,10336.426914153131,363842.2273781903,360193.46867749427,1.4700696055684457,1.455327146171694,2024,20950,NIFTY24APR20950PE,11.05,0.05,-11.0,-113700.69605568449,246492.7726218098,2.738808584686776,NIFTY,4,18000000,1000000,1.3694042923433878
2024-04-14,73905.8,71816.46,2089.3399999999965,73666.51,40%,74502.246,72830.77399999999,high,72800,2024-04-26,1,SENSEX24APR72800PE,PE,2024-04-25 14:34:00,14.9,2024-04-26 15:30:00,0.05,Expiry Closing,14.85,0.1495,14.7005,3399.725274725274,50485.92032967033,49977.6614010989,0.2039835164835164,0.201929945054945,2024,70800,SENSEX24APR70800PE,1.5,0.05,-1.45,-4929.601648351648,45048.05975274725,0.5005339972527472,SENSEX,4,18000000,1000000,0.2502669986263736
2024-04-21,74571.25,73227.32,1343.929999999993,73982.75,40%,74520.322,73445.178,high,73400,2024-05-03,4,SENSEX2450373400PE,PE,2024-04-29 13:26:00,117.8,2024-05-03 15:30:00,0.1,Expiry Closing,117.7,1.179,116.521,3371.934604904632,396876.7029972752,392901.19209809264,1.6035422343324253,1.5874795640326975,2024,71400,SENSEX2450371400PE,14.95,0.05,-14.9,-50241.82561307901,342659.3664850136,3.80732629427793,SENSEX,4,18000000,1000000,1.903663147138965
2024-04-26,22783.35,22385.55,397.7999999999993,22766.35,40%,22925.47,22607.23,low,22950,2024-05-09,6,NIFTY2450922950CE,CE,2024-05-03 10:40:00,41.05,2024-05-09 15:30:00,0.1,Expiry Closing,40.95,0.4115,40.5385,9705.882352941177,397455.8823529412,393461.9117647059,1.6058823529411763,1.5897450980392156,2024,23600,NIFTY2450923600CE,2.2,0.05,-2.1500000000000004,-20867.64705882353,372594.2647058824,4.139936274509804,NIFTY,5,18000000,1000000,2.069968137254902
2024-04-28,75111.39,73467.73,1643.6600000000035,74196.68,40%,74854.144,73539.21599999999,low,74900,2024-05-10,3,SENSEX2451074900CE,CE,2024-05-07 10:34:00,78.2,2024-05-10 15:30:00,0.05,Expiry Closing,78.15,0.7825,77.3675,3304.405874499332,258239.31909212284,255653.6214953271,1.0433911882510014,1.0329439252336448,2024,77000,SENSEX2451077000CE,7.8,0.05,-7.75,-25609.145527369823,230044.4759679573,2.5560497329773035,SENSEX,5,18000000,1000000,1.2780248664886518
2024-05-05,74359.69,72334.18,2025.5100000000093,72476.65,40%,73286.85399999999,71666.446,high,71700,2024-05-17,2,SENSEX2451771700PE,PE,2024-05-15 09:45:00,37.3,2024-05-17 15:30:00,0.05,Expiry Closing,37.25,0.3734999999999999,36.8765,3451.882845188284,128582.63598326358,127293.35774058576,0.5195258019525802,0.5143165969316598,2024,69700,SENSEX2451769700PE,4.6,0.05,-4.55,-15706.066945606692,111587.29079497908,1.2398587866108786,SENSEX,5,18000000,1000000,0.6199293933054393
2024-05-03,22794.7,21932.4,862.2999999999993,21990.95,40%,22335.87,21646.03,high,21650,2024-05-16,0,NIFTY2451621650PE,PE,2024-05-16 14:56:00,0.25,2024-05-16 15:30:00,0.05,Expiry Closing,0.2,0.003,0.197,10288.683602771362,2057.7367205542723,2026.8706697459584,0.0083140877598152,0.008189376443418,2024,21050,NIFTY2451621050PE,0.1,0.05,-0.05,-514.4341801385681,1512.4364896073905,0.0168048498845265,NIFTY,5,18000000,1000000,0.008402424942263282
2024-05-12,74162.76,71866.01,2296.75,73842.96,40%,74761.66,72924.26000000001,high,72900,2024-05-24,0,SENSEX2452472900PE,PE,2024-05-24 09:15:00,1.85,2024-05-24 15:30:00,0.05,Expiry Closing,1.8,0.019,1.781,3395.061728395062,6111.111111111111,6046.6049382716055,0.0246913580246913,0.0244307270233196,2024,70900,SENSEX2452470900PE,0.65,0.05,-0.6,-2037.037037037037,4009.5679012345686,0.0445507544581618,SENSEX,5,18000000,1000000,0.022275377229080937
2024-05-17,22629.5,22345.65,283.84999999999854,22930.75,40%,23044.29,22817.21,high,22800,2024-05-30,3,NIFTY24MAY22800PE,PE,2024-05-27 11:54:00,38.35,2024-05-30 15:30:00,311.5,Expiry Closing,-273.15,3.4985000000000004,-276.6485,9769.736842105263,-2668603.6184210526,-2702783.0427631577,-10.782236842105265,-10.920335526315789,2024,22150,NIFTY24MAY22150PE,5.15,0.05,-5.1000000000000005,-49825.65789473685,-2752608.7006578944,-30.58454111842105,NIFTY,5,18000000,1000000,-15.292270559210525
2024-05-19,75636.5,73762.37,1874.1300000000049,75655.46,40%,76405.11200000001,74905.808,low,76400,2024-05-31,2,SENSEX24MAY76400CE,CE,2024-05-29 09:15:00,82.3,2024-05-31 15:30:00,0.05,Expiry Closing,82.25,0.8235,81.4265,3239.528795811518,266451.2434554974,263783.4914921466,1.0765706806282722,1.065791884816754,2024,78500,SENSEX24MAY78500CE,8.65,0.05,-8.6,-27859.947643979056,235923.5438481676,2.6213727094240844,SENSEX,5,18000000,1000000,1.3106863547120424
2024-05-17,22629.5,22345.65,283.84999999999854,22930.75,40%,23044.29,22817.21,low,23050,2024-05-30,1,NIFTY24MAY23050CE,CE,2024-05-29 09:15:00,36.55,2024-05-29 09:16:00,31.5,SL Hit,5.049999999999997,0.6805,4.369499999999997,9663.774403470716,48802.060737527085,42225.86225596527,0.1971800433839478,0.1706095444685465,2024,23700,NIFTY24MAY23700CE,2.15,2.3,0.1499999999999999,1449.5661605206064,43675.42841648587,0.4852825379609541,NIFTY,5,18000000,1000000,0.24264126898047705
2024-05-24,23110.8,22417.0,693.7999999999993,22568.1,40%,22845.62,22290.58,high,22300,2024-06-06,3,NIFTY2460622300PE,PE,2024-06-03 09:15:00,68.0,2024-06-04 09:30:00,442.7,SL Hit,-374.7,5.107,-379.807,9988.78923766816,-3742799.32735426,-3793812.073991032,-15.122421524663675,-15.328533632287,2024,21700,NIFTY2460621700PE,32.25,225.5,193.25,1930333.520179372,-1863478.5538116596,-20.705317264573992,NIFTY,6,18000000,1000000,-10.352658632286998
2024-05-26,76009.68,73668.73,2340.949999999997,76583.29,40%,77519.67,75646.90999999999,low,77500,2024-06-07,3,SENSEX2460777500CE,CE,2024-06-04 09:15:00,247.6,2024-06-07 11:35:00,5.7,SL Hit,241.9,2.533,239.367,3193.548387096774,772519.3548387097,764430.0967741936,3.121290322580645,3.088606451612904,2024,79600,SENSEX2460779600CE,208.75,0.25,-208.5,-665854.8387096775,98575.25806451612,1.0952806451612902,SENSEX,6,18000000,1000000,0.5476403225806451
2024-05-24,23110.8,22417.0,693.7999999999993,22568.1,40%,22845.62,22290.58,low,22850,2024-06-06,2,NIFTY2460622850CE,CE,2024-06-04 10:56:00,235.05,2024-06-06 15:30:00,0.15,Expiry Closing,234.9,2.3520000000000003,232.548,9748.35886214442,2289889.496717724,2266961.3566739606,9.252078774617068,9.159439824945297,2024,23500,NIFTY2460623500CE,114.85,0.05,-114.8,-1119111.5973741794,1147849.7592997812,12.753886214442012,NIFTY,6,18000000,1000000,6.376943107221006
2024-06-09,77145.46,76296.44,849.0200000000041,77235.31,40%,77574.918,76895.70199999999,high,76900,2024-06-21,2,SENSEX2462176900PE,PE,2024-06-19 09:15:00,180.85,2024-06-21 15:30:00,0.1,Expiry Closing,180.75,1.8095,178.9405,3218.4655396618987,581737.6462938882,575913.8328998699,2.3504551365409623,2.326924577373212,2024,74800,SENSEX2462174800PE,3.25,0.05,-3.2,-10299.089726918077,565614.7431729519,6.284608257477243,SENSEX,6,18000000,1000000,3.1423041287386213
2024-06-14,23664.0,23334.25,329.75,23661.15,40%,23793.050000000003,23529.25,low,23800,2024-06-27,6,NIFTY24JUN23800CE,CE,2024-06-21 10:45:00,41.05,2024-06-25 12:41:00,46.2,SL Hit,-5.150000000000006,0.8725,-6.022500000000006,9359.24369747899,-48200.10504201685,-56366.04516806728,-0.194747899159664,-0.2277415966386556,2024,24450,NIFTY24JUN24450CE,2.0,0.6,-1.4,-13102.941176470586,-69468.98634453786,-0.7718776260504207,NIFTY,6,18000000,1000000,-0.3859388130252103
2024-06-09,77145.46,76296.44,849.0200000000041,77235.31,40%,77574.918,76895.70199999999,low,77600,2024-06-21,0,SENSEX2462177600CE,CE,2024-06-21 14:25:00,17.8,2024-06-21 14:46:00,7.0,SL Hit,10.8,0.248,10.552,3189.4329896907216,34445.8762886598,33654.8969072165,0.1391752577319587,0.1359793814432989,2024,79700,SENSEX2462179700CE,0.2,0.25,0.0499999999999999,159.47164948453604,33814.36855670103,0.375715206185567,SENSEX,6,18000000,1000000,0.18785760309278351
2024-06-16,77851.63,76802.0,1049.6300000000049,76885.65,40%,77305.502,76465.798,high,76500,2024-06-28,4,SENSEX24JUN76500PE,PE,2024-06-24 11:07:00,208.6,2024-06-28 15:30:00,0.05,Expiry Closing,208.55,2.0865,206.4635,3235.294117647059,674720.5882352941,667970.1470588235,2.726143790849673,2.6988692810457517,2024,74400,SENSEX24JUN74400PE,2.95,0.1,-2.85,-9220.58823529412,658749.5588235294,7.31943954248366,SENSEX,6,18000000,1000000,3.65971977124183
2024-06-14,23664.0,23334.25,329.75,23661.15,40%,23793.050000000003,23529.25,high,23550,2024-06-27,1,NIFTY24JUN23550PE,PE,2024-06-26 11:24:00,20.9,2024-06-27 15:30:00,0.05,Expiry Closing,20.85,0.2095,20.6405,9458.59872611465,197211.7834394904,195230.20700636943,0.7968152866242038,0.7888089171974523,2024,22900,NIFTY24JUN22900PE,2.2,0.05,-2.1500000000000004,-20335.9872611465,174894.21974522292,1.943269108280255,NIFTY,6,18000000,1000000,0.9716345541401273
2024-06-23,79671.58,76745.94,2925.6399999999994,79043.35,40%,80213.606,77873.09400000001,high,77900,2024-07-05,1,SENSEX2470577900PE,PE,2024-07-04 09:15:00,10.15,2024-07-05 15:30:00,0.1,Expiry Closing,10.05,0.1025,9.947500000000002,3177.150192554557,31930.3594351733,31604.70154043646,0.1290115532734274,0.1276957637997433,2024,75800,SENSEX2470575800PE,0.8,0.05,-0.75,-2382.862644415918,29221.83889602054,0.3246870988446727,SENSEX,7,18000000,1000000,0.16234354942233634
